# time (ps)       depth (nm)       Te (K)      Tl(K)
  0.2300000000E+01     0.6289308176E+00     0.5644081003E+04     0.3955662127E+03
  0.2300000000E+01     0.1257861635E+01     0.5644080993E+04     0.3955608951E+03
  0.2300000000E+01     0.1886792453E+01     0.5644080973E+04     0.3955515701E+03
  0.2300000000E+01     0.2515723270E+01     0.5644080946E+04     0.3955384298E+03
  0.2300000000E+01     0.3144654088E+01     0.5644080909E+04     0.3955216563E+03
  0.2300000000E+01     0.3773584906E+01     0.5644080865E+04     0.3955014217E+03
  0.2300000000E+01     0.4402515723E+01     0.5644080812E+04     0.3954778894E+03
  0.2300000000E+01     0.5031446541E+01     0.5644080750E+04     0.3954512145E+03
  0.2300000000E+01     0.5660377358E+01     0.5644080681E+04     0.3954215441E+03
  0.2300000000E+01     0.6289308176E+01     0.5644080603E+04     0.3953890184E+03
  0.2300000000E+01     0.6918238994E+01     0.5644080517E+04     0.3953537709E+03
  0.2300000000E+01     0.7547169811E+01     0.5644080422E+04     0.3953159284E+03
  0.2300000000E+01     0.8176100629E+01     0.5644080320E+04     0.3952756121E+03
  0.2300000000E+01     0.8805031447E+01     0.5644080210E+04     0.3952329377E+03
  0.2300000000E+01     0.9433962264E+01     0.5644080092E+04     0.3951880155E+03
  0.2300000000E+01     0.1006289308E+02     0.5644079965E+04     0.3951409510E+03
  0.2300000000E+01     0.1069182390E+02     0.5644079832E+04     0.3950918451E+03
  0.2300000000E+01     0.1132075472E+02     0.5644079690E+04     0.3950407944E+03
  0.2300000000E+01     0.1194968553E+02     0.5644079541E+04     0.3949878912E+03
  0.2300000000E+01     0.1257861635E+02     0.5644079385E+04     0.3949332242E+03
  0.2300000000E+01     0.1320754717E+02     0.5644079221E+04     0.3948768783E+03
  0.2300000000E+01     0.1383647799E+02     0.5644079050E+04     0.3948189349E+03
  0.2300000000E+01     0.1446540881E+02     0.5644078872E+04     0.3947594721E+03
  0.2300000000E+01     0.1509433962E+02     0.5644078687E+04     0.3946985651E+03
  0.2300000000E+01     0.1572327044E+02     0.5644078495E+04     0.3946362859E+03
  0.2300000000E+01     0.1635220126E+02     0.5644078296E+04     0.3945727040E+03
  0.2300000000E+01     0.1698113208E+02     0.5644078090E+04     0.3945078859E+03
  0.2300000000E+01     0.1761006289E+02     0.5644077878E+04     0.3944418958E+03
  0.2300000000E+01     0.1823899371E+02     0.5644077660E+04     0.3943747955E+03
  0.2300000000E+01     0.1886792453E+02     0.5644077435E+04     0.3943066445E+03
  0.2300000000E+01     0.1949685535E+02     0.5644077204E+04     0.3942375001E+03
  0.2300000000E+01     0.2012578616E+02     0.5644076967E+04     0.3941674175E+03
  0.2300000000E+01     0.2075471698E+02     0.5644076724E+04     0.3940964500E+03
  0.2300000000E+01     0.2138364780E+02     0.5644076475E+04     0.3940246491E+03
  0.2300000000E+01     0.2201257862E+02     0.5644076220E+04     0.3939520643E+03
  0.2300000000E+01     0.2264150943E+02     0.5644075960E+04     0.3938787435E+03
  0.2300000000E+01     0.2327044025E+02     0.5644075695E+04     0.3938047331E+03
  0.2300000000E+01     0.2389937107E+02     0.5644075424E+04     0.3937300779E+03
  0.2300000000E+01     0.2452830189E+02     0.5644075149E+04     0.3936548209E+03
  0.2300000000E+01     0.2515723270E+02     0.5644074868E+04     0.3935790042E+03
  0.2300000000E+01     0.2578616352E+02     0.5644074582E+04     0.3935026682E+03
  0.2300000000E+01     0.2641509434E+02     0.5644074292E+04     0.3934258521E+03
  0.2300000000E+01     0.2704402516E+02     0.5644073997E+04     0.3933485938E+03
  0.2300000000E+01     0.2767295597E+02     0.5644073698E+04     0.3932709302E+03
  0.2300000000E+01     0.2830188679E+02     0.5644073394E+04     0.3931928969E+03
  0.2300000000E+01     0.2893081761E+02     0.5644073086E+04     0.3931145284E+03
  0.2300000000E+01     0.2955974843E+02     0.5644072775E+04     0.3930358584E+03
  0.2300000000E+01     0.3018867925E+02     0.5644072459E+04     0.3929569193E+03
  0.2300000000E+01     0.3081761006E+02     0.5644072140E+04     0.3928777428E+03
  0.2300000000E+01     0.3144654088E+02     0.5644071817E+04     0.3927983595E+03
  0.2300000000E+01     0.3207547170E+02     0.5644071491E+04     0.3927187993E+03
  0.2300000000E+01     0.3270440252E+02     0.5644071161E+04     0.3926390913E+03
  0.2300000000E+01     0.3333333333E+02     0.5644070829E+04     0.3925592635E+03
  0.2300000000E+01     0.3396226415E+02     0.5644070493E+04     0.3924793434E+03
  0.2300000000E+01     0.3459119497E+02     0.5644070154E+04     0.3923993578E+03
  0.2300000000E+01     0.3522012579E+02     0.5644069813E+04     0.3923193327E+03
  0.2300000000E+01     0.3584905660E+02     0.5644069469E+04     0.3922392934E+03
  0.2300000000E+01     0.3647798742E+02     0.5644069123E+04     0.3921592646E+03
  0.2300000000E+01     0.3710691824E+02     0.5644068775E+04     0.3920792704E+03
  0.2300000000E+01     0.3773584906E+02     0.5644068424E+04     0.3919993344E+03
  0.2300000000E+01     0.3836477987E+02     0.5644068072E+04     0.3919194794E+03
  0.2300000000E+01     0.3899371069E+02     0.5644067717E+04     0.3918397280E+03
  0.2300000000E+01     0.3962264151E+02     0.5644067361E+04     0.3917601019E+03
  0.2300000000E+01     0.4025157233E+02     0.5644067003E+04     0.3916806227E+03
  0.2300000000E+01     0.4088050314E+02     0.5644066644E+04     0.3916013111E+03
  0.2300000000E+01     0.4150943396E+02     0.5644066284E+04     0.3915221878E+03
  0.2300000000E+01     0.4213836478E+02     0.5644065923E+04     0.3914432728E+03
  0.2300000000E+01     0.4276729560E+02     0.5644065560E+04     0.3913645857E+03
  0.2300000000E+01     0.4339622642E+02     0.5644065197E+04     0.3912861457E+03
  0.2300000000E+01     0.4402515723E+02     0.5644064833E+04     0.3912079718E+03
  0.2300000000E+01     0.4465408805E+02     0.5644064469E+04     0.3911300824E+03
  0.2300000000E+01     0.4528301887E+02     0.5644064104E+04     0.3910524957E+03
  0.2300000000E+01     0.4591194969E+02     0.5644063738E+04     0.3909752296E+03
  0.2300000000E+01     0.4654088050E+02     0.5644063373E+04     0.3908983016E+03
  0.2300000000E+01     0.4716981132E+02     0.5644063008E+04     0.3908217289E+03
  0.2300000000E+01     0.4779874214E+02     0.5644062643E+04     0.3907455284E+03
  0.2300000000E+01     0.4842767296E+02     0.5644062278E+04     0.3906697169E+03
  0.2300000000E+01     0.4905660377E+02     0.5644061913E+04     0.3905943107E+03
  0.2300000000E+01     0.4968553459E+02     0.5644061549E+04     0.3905193261E+03
  0.2300000000E+01     0.5031446541E+02     0.5644061186E+04     0.3904447789E+03
  0.2300000000E+01     0.5094339623E+02     0.5644060823E+04     0.3903706849E+03
  0.2300000000E+01     0.5157232704E+02     0.5644060461E+04     0.3902970596E+03
  0.2300000000E+01     0.5220125786E+02     0.5644060101E+04     0.3902239183E+03
  0.2300000000E+01     0.5283018868E+02     0.5644059741E+04     0.3901512760E+03
  0.2300000000E+01     0.5345911950E+02     0.5644059383E+04     0.3900791478E+03
  0.2300000000E+01     0.5408805031E+02     0.5644059027E+04     0.3900075484E+03
  0.2300000000E+01     0.5471698113E+02     0.5644058672E+04     0.3899364923E+03
  0.2300000000E+01     0.5534591195E+02     0.5644058318E+04     0.3898659940E+03
  0.2300000000E+01     0.5597484277E+02     0.5644057967E+04     0.3897960679E+03
  0.2300000000E+01     0.5660377358E+02     0.5644057617E+04     0.3897267280E+03
  0.2300000000E+01     0.5723270440E+02     0.5644057270E+04     0.3896579885E+03
  0.2300000000E+01     0.5786163522E+02     0.5644056924E+04     0.3895898631E+03
  0.2300000000E+01     0.5849056604E+02     0.5644056581E+04     0.3895223657E+03
  0.2300000000E+01     0.5911949686E+02     0.5644056241E+04     0.3894555099E+03
  0.2300000000E+01     0.5974842767E+02     0.5644055902E+04     0.3893893094E+03
  0.2300000000E+01     0.6037735849E+02     0.5644055567E+04     0.3893237776E+03
  0.2300000000E+01     0.6100628931E+02     0.5644055234E+04     0.3892589278E+03
  0.2300000000E+01     0.6163522013E+02     0.5644054905E+04     0.3891947735E+03
  0.2300000000E+01     0.6226415094E+02     0.5644054578E+04     0.3891313277E+03
  0.2300000000E+01     0.6289308176E+02     0.5644054254E+04     0.3890686035E+03
  0.2300000000E+01     0.6352201258E+02     0.5644053934E+04     0.3890066142E+03
  0.2300000000E+01     0.6415094340E+02     0.5644053617E+04     0.3889453725E+03
  0.2300000000E+01     0.6477987421E+02     0.5644053303E+04     0.3888848915E+03
  0.2300000000E+01     0.6540880503E+02     0.5644052993E+04     0.3888251840E+03
  0.2300000000E+01     0.6603773585E+02     0.5644052686E+04     0.3887662626E+03
  0.2300000000E+01     0.6666666667E+02     0.5644052384E+04     0.3887081403E+03
  0.2300000000E+01     0.6729559748E+02     0.5644052085E+04     0.3886508296E+03
  0.2300000000E+01     0.6792452830E+02     0.5644051790E+04     0.3885943431E+03
  0.2300000000E+01     0.6855345912E+02     0.5644051499E+04     0.3885386933E+03
  0.2300000000E+01     0.6918238994E+02     0.5644051212E+04     0.3884838927E+03
  0.2300000000E+01     0.6981132075E+02     0.5644050929E+04     0.3884299538E+03
  0.2300000000E+01     0.7044025157E+02     0.5644050651E+04     0.3883768889E+03
  0.2300000000E+01     0.7106918239E+02     0.5644050377E+04     0.3883247103E+03
  0.2300000000E+01     0.7169811321E+02     0.5644050108E+04     0.3882734302E+03
  0.2300000000E+01     0.7232704403E+02     0.5644049843E+04     0.3882230608E+03
  0.2300000000E+01     0.7295597484E+02     0.5644049583E+04     0.3881736143E+03
  0.2300000000E+01     0.7358490566E+02     0.5644049328E+04     0.3881251026E+03
  0.2300000000E+01     0.7421383648E+02     0.5644049078E+04     0.3880775377E+03
  0.2300000000E+01     0.7484276730E+02     0.5644048832E+04     0.3880309315E+03
  0.2300000000E+01     0.7547169811E+02     0.5644048592E+04     0.3879852959E+03
  0.2300000000E+01     0.7610062893E+02     0.5644048357E+04     0.3879406425E+03
  0.2300000000E+01     0.7672955975E+02     0.5644048127E+04     0.3878969829E+03
  0.2300000000E+01     0.7735849057E+02     0.5644047902E+04     0.3878543288E+03
  0.2300000000E+01     0.7798742138E+02     0.5644047682E+04     0.3878126916E+03
  0.2300000000E+01     0.7861635220E+02     0.5644047468E+04     0.3877720826E+03
  0.2300000000E+01     0.7924528302E+02     0.5644047259E+04     0.3877325129E+03
  0.2300000000E+01     0.7987421384E+02     0.5644047056E+04     0.3876939938E+03
  0.2300000000E+01     0.8050314465E+02     0.5644046859E+04     0.3876565361E+03
  0.2300000000E+01     0.8113207547E+02     0.5644046667E+04     0.3876201506E+03
  0.2300000000E+01     0.8176100629E+02     0.5644046481E+04     0.3875848481E+03
  0.2300000000E+01     0.8238993711E+02     0.5644046300E+04     0.3875506390E+03
  0.2300000000E+01     0.8301886792E+02     0.5644046126E+04     0.3875175337E+03
  0.2300000000E+01     0.8364779874E+02     0.5644045957E+04     0.3874855423E+03
  0.2300000000E+01     0.8427672956E+02     0.5644045795E+04     0.3874546748E+03
  0.2300000000E+01     0.8490566038E+02     0.5644045638E+04     0.3874249409E+03
  0.2300000000E+01     0.8553459119E+02     0.5644045487E+04     0.3873963503E+03
  0.2300000000E+01     0.8616352201E+02     0.5644045343E+04     0.3873689121E+03
  0.2300000000E+01     0.8679245283E+02     0.5644045205E+04     0.3873426357E+03
  0.2300000000E+01     0.8742138365E+02     0.5644045073E+04     0.3873175297E+03
  0.2300000000E+01     0.8805031447E+02     0.5644044947E+04     0.3872936027E+03
  0.2300000000E+01     0.8867924528E+02     0.5644044827E+04     0.3872708632E+03
  0.2300000000E+01     0.8930817610E+02     0.5644044714E+04     0.3872493190E+03
  0.2300000000E+01     0.8993710692E+02     0.5644044607E+04     0.3872289781E+03
  0.2300000000E+01     0.9056603774E+02     0.5644044507E+04     0.3872098477E+03
  0.2300000000E+01     0.9119496855E+02     0.5644044413E+04     0.3871919350E+03
  0.2300000000E+01     0.9182389937E+02     0.5644044325E+04     0.3871752468E+03
  0.2300000000E+01     0.9245283019E+02     0.5644044244E+04     0.3871597896E+03
  0.2300000000E+01     0.9308176101E+02     0.5644044170E+04     0.3871455694E+03
  0.2300000000E+01     0.9371069182E+02     0.5644044102E+04     0.3871325919E+03
  0.2300000000E+01     0.9433962264E+02     0.5644044040E+04     0.3871208626E+03
  0.2300000000E+01     0.9496855346E+02     0.5644043985E+04     0.3871103864E+03
  0.2300000000E+01     0.9559748428E+02     0.5644043937E+04     0.3871011679E+03
  0.2300000000E+01     0.9622641509E+02     0.5644043896E+04     0.3870932113E+03
  0.2300000000E+01     0.9685534591E+02     0.5644043861E+04     0.3870865204E+03
  0.2300000000E+01     0.9748427673E+02     0.5644043832E+04     0.3870810986E+03
  0.2300000000E+01     0.9811320755E+02     0.5644043811E+04     0.3870769489E+03
  0.2300000000E+01     0.9874213836E+02     0.5644043796E+04     0.3870740738E+03
  0.2300000000E+01     0.9937106918E+02     0.5644043787E+04     0.3870724754E+03
  0.2300000000E+01     0.1000000000E+03     0.5644043786E+04     0.3870721555E+03

  0.2400000000E+01     0.0000000000E+00     0.5616568651E+04     0.3999626654E+03
  0.2400000000E+01     0.6289308176E+00     0.5616568649E+04     0.3999615597E+03
  0.2400000000E+01     0.1257861635E+01     0.5616568638E+04     0.3999562466E+03
  0.2400000000E+01     0.1886792453E+01     0.5616568618E+04     0.3999469293E+03
  0.2400000000E+01     0.2515723270E+01     0.5616568590E+04     0.3999338001E+03
  0.2400000000E+01     0.3144654088E+01     0.5616568554E+04     0.3999170406E+03
  0.2400000000E+01     0.3773584906E+01     0.5616568508E+04     0.3998968230E+03
  0.2400000000E+01     0.4402515723E+01     0.5616568455E+04     0.3998733104E+03
  0.2400000000E+01     0.5031446541E+01     0.5616568392E+04     0.3998466578E+03
  0.2400000000E+01     0.5660377358E+01     0.5616568321E+04     0.3998170123E+03
  0.2400000000E+01     0.6289308176E+01     0.5616568242E+04     0.3997845139E+03
  0.2400000000E+01     0.6918238994E+01     0.5616568155E+04     0.3997492958E+03
  0.2400000000E+01     0.7547169811E+01     0.5616568059E+04     0.3997114850E+03
  0.2400000000E+01     0.8176100629E+01     0.5616567955E+04     0.3996712025E+03
  0.2400000000E+01     0.8805031447E+01     0.5616567843E+04     0.3996285638E+03
  0.2400000000E+01     0.9433962264E+01     0.5616567723E+04     0.3995836792E+03
  0.2400000000E+01     0.1006289308E+02     0.5616567595E+04     0.3995366542E+03
  0.2400000000E+01     0.1069182390E+02     0.5616567459E+04     0.3994875894E+03
  0.2400000000E+01     0.1132075472E+02     0.5616567316E+04     0.3994365814E+03
  0.2400000000E+01     0.1194968553E+02     0.5616567165E+04     0.3993837226E+03
  0.2400000000E+01     0.1257861635E+02     0.5616567006E+04     0.3993291013E+03
  0.2400000000E+01     0.1320754717E+02     0.5616566840E+04     0.3992728026E+03
  0.2400000000E+01     0.1383647799E+02     0.5616566666E+04     0.3992149076E+03
  0.2400000000E+01     0.1446540881E+02     0.5616566485E+04     0.3991554947E+03
  0.2400000000E+01     0.1509433962E+02     0.5616566297E+04     0.3990946386E+03
  0.2400000000E+01     0.1572327044E+02     0.5616566102E+04     0.3990324116E+03
  0.2400000000E+01     0.1635220126E+02     0.5616565900E+04     0.3989688829E+03
  0.2400000000E+01     0.1698113208E+02     0.5616565692E+04     0.3989041190E+03
  0.2400000000E+01     0.1761006289E+02     0.5616565476E+04     0.3988381842E+03
  0.2400000000E+01     0.1823899371E+02     0.5616565254E+04     0.3987711401E+03
  0.2400000000E+01     0.1886792453E+02     0.5616565026E+04     0.3987030461E+03
  0.2400000000E+01     0.1949685535E+02     0.5616564792E+04     0.3986339595E+03
  0.2400000000E+01     0.2012578616E+02     0.5616564551E+04     0.3985639356E+03
  0.2400000000E+01     0.2075471698E+02     0.5616564304E+04     0.3984930275E+03
  0.2400000000E+01     0.2138364780E+02     0.5616564052E+04     0.3984212866E+03
  0.2400000000E+01     0.2201257862E+02     0.5616563793E+04     0.3983487625E+03
  0.2400000000E+01     0.2264150943E+02     0.5616563529E+04     0.3982755031E+03
  0.2400000000E+01     0.2327044025E+02     0.5616563260E+04     0.3982015547E+03
  0.2400000000E+01     0.2389937107E+02     0.5616562985E+04     0.3981269618E+03
  0.2400000000E+01     0.2452830189E+02     0.5616562705E+04     0.3980517679E+03
  0.2400000000E+01     0.2515723270E+02     0.5616562420E+04     0.3979760146E+03
  0.2400000000E+01     0.2578616352E+02     0.5616562130E+04     0.3978997424E+03
  0.2400000000E+01     0.2641509434E+02     0.5616561835E+04     0.3978229905E+03
  0.2400000000E+01     0.2704402516E+02     0.5616561536E+04     0.3977457969E+03
  0.2400000000E+01     0.2767295597E+02     0.5616561232E+04     0.3976681982E+03
  0.2400000000E+01     0.2830188679E+02     0.5616560924E+04     0.3975902302E+03
  0.2400000000E+01     0.2893081761E+02     0.5616560611E+04     0.3975119273E+03
  0.2400000000E+01     0.2955974843E+02     0.5616560295E+04     0.3974333230E+03
  0.2400000000E+01     0.3018867925E+02     0.5616559975E+04     0.3973544499E+03
  0.2400000000E+01     0.3081761006E+02     0.5616559650E+04     0.3972753396E+03
  0.2400000000E+01     0.3144654088E+02     0.5616559323E+04     0.3971960227E+03
  0.2400000000E+01     0.3207547170E+02     0.5616558991E+04     0.3971165291E+03
  0.2400000000E+01     0.3270440252E+02     0.5616558657E+04     0.3970368877E+03
  0.2400000000E+01     0.3333333333E+02     0.5616558319E+04     0.3969571266E+03
  0.2400000000E+01     0.3396226415E+02     0.5616557978E+04     0.3968772734E+03
  0.2400000000E+01     0.3459119497E+02     0.5616557634E+04     0.3967973547E+03
  0.2400000000E+01     0.3522012579E+02     0.5616557288E+04     0.3967173964E+03
  0.2400000000E+01     0.3584905660E+02     0.5616556939E+04     0.3966374240E+03
  0.2400000000E+01     0.3647798742E+02     0.5616556587E+04     0.3965574621E+03
  0.2400000000E+01     0.3710691824E+02     0.5616556234E+04     0.3964775349E+03
  0.2400000000E+01     0.3773584906E+02     0.5616555878E+04     0.3963976656E+03
  0.2400000000E+01     0.3836477987E+02     0.5616555520E+04     0.3963178775E+03
  0.2400000000E+01     0.3899371069E+02     0.5616555160E+04     0.3962381927E+03
  0.2400000000E+01     0.3962264151E+02     0.5616554798E+04     0.3961586332E+03
  0.2400000000E+01     0.4025157233E+02     0.5616554435E+04     0.3960792203E+03
  0.2400000000E+01     0.4088050314E+02     0.5616554071E+04     0.3959999751E+03
  0.2400000000E+01     0.4150943396E+02     0.5616553705E+04     0.3959209179E+03
  0.2400000000E+01     0.4213836478E+02     0.5616553338E+04     0.3958420688E+03
  0.2400000000E+01     0.4276729560E+02     0.5616552970E+04     0.3957634475E+03
  0.2400000000E+01     0.4339622642E+02     0.5616552601E+04     0.3956850731E+03
  0.2400000000E+01     0.4402515723E+02     0.5616552232E+04     0.3956069645E+03
  0.2400000000E+01     0.4465408805E+02     0.5616551862E+04     0.3955291402E+03
  0.2400000000E+01     0.4528301887E+02     0.5616551491E+04     0.3954516183E+03
  0.2400000000E+01     0.4591194969E+02     0.5616551120E+04     0.3953744168E+03
  0.2400000000E+01     0.4654088050E+02     0.5616550749E+04     0.3952975531E+03
  0.2400000000E+01     0.4716981132E+02     0.5616550378E+04     0.3952210443E+03
  0.2400000000E+01     0.4779874214E+02     0.5616550008E+04     0.3951449075E+03
  0.2400000000E+01     0.4842767296E+02     0.5616549637E+04     0.3950691594E+03
  0.2400000000E+01     0.4905660377E+02     0.5616549267E+04     0.3949938162E+03
  0.2400000000E+01     0.4968553459E+02     0.5616548897E+04     0.3949188942E+03
  0.2400000000E+01     0.5031446541E+02     0.5616548528E+04     0.3948444094E+03
  0.2400000000E+01     0.5094339623E+02     0.5616548160E+04     0.3947703773E+03
  0.2400000000E+01     0.5157232704E+02     0.5616547793E+04     0.3946968135E+03
  0.2400000000E+01     0.5220125786E+02     0.5616547427E+04     0.3946237332E+03
  0.2400000000E+01     0.5283018868E+02     0.5616547062E+04     0.3945511517E+03
  0.2400000000E+01     0.5345911950E+02     0.5616546698E+04     0.3944790837E+03
  0.2400000000E+01     0.5408805031E+02     0.5616546336E+04     0.3944075441E+03
  0.2400000000E+01     0.5471698113E+02     0.5616545976E+04     0.3943365474E+03
  0.2400000000E+01     0.5534591195E+02     0.5616545617E+04     0.3942661080E+03
  0.2400000000E+01     0.5597484277E+02     0.5616545260E+04     0.3941962403E+03
  0.2400000000E+01     0.5660377358E+02     0.5616544905E+04     0.3941269583E+03
  0.2400000000E+01     0.5723270440E+02     0.5616544552E+04     0.3940582762E+03
  0.2400000000E+01     0.5786163522E+02     0.5616544201E+04     0.3939902077E+03
  0.2400000000E+01     0.5849056604E+02     0.5616543853E+04     0.3939227667E+03
  0.2400000000E+01     0.5911949686E+02     0.5616543507E+04     0.3938559668E+03
  0.2400000000E+01     0.5974842767E+02     0.5616543164E+04     0.3937898216E+03
  0.2400000000E+01     0.6037735849E+02     0.5616542823E+04     0.3937243445E+03
  0.2400000000E+01     0.6100628931E+02     0.5616542486E+04     0.3936595489E+03
  0.2400000000E+01     0.6163522013E+02     0.5616542151E+04     0.3935954481E+03
  0.2400000000E+01     0.6226415094E+02     0.5616541819E+04     0.3935320553E+03
  0.2400000000E+01     0.6289308176E+02     0.5616541490E+04     0.3934693836E+03
  0.2400000000E+01     0.6352201258E+02     0.5616541165E+04     0.3934074460E+03
  0.2400000000E+01     0.6415094340E+02     0.5616540843E+04     0.3933462555E+03
  0.2400000000E+01     0.6477987421E+02     0.5616540524E+04     0.3932858250E+03
  0.2400000000E+01     0.6540880503E+02     0.5616540209E+04     0.3932261673E+03
  0.2400000000E+01     0.6603773585E+02     0.5616539898E+04     0.3931672952E+03
  0.2400000000E+01     0.6666666667E+02     0.5616539591E+04     0.3931092214E+03
  0.2400000000E+01     0.6729559748E+02     0.5616539287E+04     0.3930519586E+03
  0.2400000000E+01     0.6792452830E+02     0.5616538988E+04     0.3929955192E+03
  0.2400000000E+01     0.6855345912E+02     0.5616538692E+04     0.3929399159E+03
  0.2400000000E+01     0.6918238994E+02     0.5616538401E+04     0.3928851612E+03
  0.2400000000E+01     0.6981132075E+02     0.5616538114E+04     0.3928312673E+03
  0.2400000000E+01     0.7044025157E+02     0.5616537832E+04     0.3927782467E+03
  0.2400000000E+01     0.7106918239E+02     0.5616537554E+04     0.3927261117E+03
  0.2400000000E+01     0.7169811321E+02     0.5616537280E+04     0.3926748744E+03
  0.2400000000E+01     0.7232704403E+02     0.5616537011E+04     0.3926245471E+03
  0.2400000000E+01     0.7295597484E+02     0.5616536747E+04     0.3925751418E+03
  0.2400000000E+01     0.7358490566E+02     0.5616536488E+04     0.3925266707E+03
  0.2400000000E+01     0.7421383648E+02     0.5616536234E+04     0.3924791455E+03
  0.2400000000E+01     0.7484276730E+02     0.5616535985E+04     0.3924325782E+03
  0.2400000000E+01     0.7547169811E+02     0.5616535741E+04     0.3923869807E+03
  0.2400000000E+01     0.7610062893E+02     0.5616535502E+04     0.3923423646E+03
  0.2400000000E+01     0.7672955975E+02     0.5616535268E+04     0.3922987416E+03
  0.2400000000E+01     0.7735849057E+02     0.5616535040E+04     0.3922561231E+03
  0.2400000000E+01     0.7798742138E+02     0.5616534817E+04     0.3922145206E+03
  0.2400000000E+01     0.7861635220E+02     0.5616534599E+04     0.3921739455E+03
  0.2400000000E+01     0.7924528302E+02     0.5616534387E+04     0.3921344089E+03
  0.2400000000E+01     0.7987421384E+02     0.5616534181E+04     0.3920959219E+03
  0.2400000000E+01     0.8050314465E+02     0.5616533981E+04     0.3920584955E+03
  0.2400000000E+01     0.8113207547E+02     0.5616533786E+04     0.3920221405E+03
  0.2400000000E+01     0.8176100629E+02     0.5616533597E+04     0.3919868674E+03
  0.2400000000E+01     0.8238993711E+02     0.5616533414E+04     0.3919526869E+03
  0.2400000000E+01     0.8301886792E+02     0.5616533236E+04     0.3919196092E+03
  0.2400000000E+01     0.8364779874E+02     0.5616533065E+04     0.3918876445E+03
  0.2400000000E+01     0.8427672956E+02     0.5616532900E+04     0.3918568028E+03
  0.2400000000E+01     0.8490566038E+02     0.5616532741E+04     0.3918270938E+03
  0.2400000000E+01     0.8553459119E+02     0.5616532588E+04     0.3917985270E+03
  0.2400000000E+01     0.8616352201E+02     0.5616532441E+04     0.3917711118E+03
  0.2400000000E+01     0.8679245283E+02     0.5616532301E+04     0.3917448573E+03
  0.2400000000E+01     0.8742138365E+02     0.5616532167E+04     0.3917197722E+03
  0.2400000000E+01     0.8805031447E+02     0.5616532039E+04     0.3916958653E+03
  0.2400000000E+01     0.8867924528E+02     0.5616531918E+04     0.3916731447E+03
  0.2400000000E+01     0.8930817610E+02     0.5616531803E+04     0.3916516186E+03
  0.2400000000E+01     0.8993710692E+02     0.5616531694E+04     0.3916312946E+03
  0.2400000000E+01     0.9056603774E+02     0.5616531592E+04     0.3916121802E+03
  0.2400000000E+01     0.9119496855E+02     0.5616531497E+04     0.3915942825E+03
  0.2400000000E+01     0.9182389937E+02     0.5616531408E+04     0.3915776082E+03
  0.2400000000E+01     0.9245283019E+02     0.5616531326E+04     0.3915621639E+03
  0.2400000000E+01     0.9308176101E+02     0.5616531250E+04     0.3915479556E+03
  0.2400000000E+01     0.9371069182E+02     0.5616531181E+04     0.3915349889E+03
  0.2400000000E+01     0.9433962264E+02     0.5616531119E+04     0.3915232694E+03
  0.2400000000E+01     0.9496855346E+02     0.5616531063E+04     0.3915128020E+03
  0.2400000000E+01     0.9559748428E+02     0.5616531014E+04     0.3915035912E+03
  0.2400000000E+01     0.9622641509E+02     0.5616530972E+04     0.3914956412E+03
  0.2400000000E+01     0.9685534591E+02     0.5616530936E+04     0.3914889559E+03
  0.2400000000E+01     0.9748427673E+02     0.5616530907E+04     0.3914835387E+03
  0.2400000000E+01     0.9811320755E+02     0.5616530885E+04     0.3914793924E+03
  0.2400000000E+01     0.9874213836E+02     0.5616530870E+04     0.3914765197E+03
  0.2400000000E+01     0.9937106918E+02     0.5616530862E+04     0.3914749226E+03
  0.2400000000E+01     0.1000000000E+03     0.5616530860E+04     0.3914746030E+03

  0.2500000000E+01     0.0000000000E+00     0.5589089584E+04     0.4043312342E+03
  0.2500000000E+01     0.6289308176E+00     0.5589089582E+04     0.4043301294E+03
  0.2500000000E+01     0.1257861635E+01     0.5589089571E+04     0.4043248207E+03
  0.2500000000E+01     0.1886792453E+01     0.5589089551E+04     0.4043155113E+03
  0.2500000000E+01     0.2515723270E+01     0.5589089523E+04     0.4043023931E+03
  0.2500000000E+01     0.3144654088E+01     0.5589089486E+04     0.4042856476E+03
  0.2500000000E+01     0.3773584906E+01     0.5589089440E+04     0.4042654470E+03
  0.2500000000E+01     0.4402515723E+01     0.5589089385E+04     0.4042419541E+03
  0.2500000000E+01     0.5031446541E+01     0.5589089322E+04     0.4042153238E+03
  0.2500000000E+01     0.5660377358E+01     0.5589089250E+04     0.4041857031E+03
  0.2500000000E+01     0.6289308176E+01     0.5589089170E+04     0.4041532319E+03
  0.2500000000E+01     0.6918238994E+01     0.5589089081E+04     0.4041180434E+03
  0.2500000000E+01     0.7547169811E+01     0.5589088984E+04     0.4040802642E+03
  0.2500000000E+01     0.8176100629E+01     0.5589088878E+04     0.4040400155E+03
  0.2500000000E+01     0.8805031447E+01     0.5589088765E+04     0.4039974125E+03
  0.2500000000E+01     0.9433962264E+01     0.5589088643E+04     0.4039525655E+03
  0.2500000000E+01     0.1006289308E+02     0.5589088513E+04     0.4039055798E+03
  0.2500000000E+01     0.1069182390E+02     0.5589088375E+04     0.4038565561E+03
  0.2500000000E+01     0.1132075472E+02     0.5589088229E+04     0.4038055908E+03
  0.2500000000E+01     0.1194968553E+02     0.5589088076E+04     0.4037527762E+03
  0.2500000000E+01     0.1257861635E+02     0.5589087914E+04     0.4036982007E+03
