# time (ps)       depth (nm)       Te (K)      Tl(K)
  0.3200000000E+01     0.5786163522E+02     0.5415131398E+04     0.4300125329E+03
  0.3200000000E+01     0.5849056604E+02     0.5415131315E+04     0.4299972639E+03
  0.3200000000E+01     0.5911949686E+02     0.5415131233E+04     0.4299820716E+03
  0.3200000000E+01     0.5974842767E+02     0.5415131152E+04     0.4299669607E+03
  0.3200000000E+01     0.6037735849E+02     0.5415131071E+04     0.4299519356E+03
  0.3200000000E+01     0.6100628931E+02     0.5415130990E+04     0.4299370012E+03
  0.3200000000E+01     0.6163522013E+02     0.5415130910E+04     0.4299221620E+03
  0.3200000000E+01     0.6226415094E+02     0.5415130831E+04     0.4299074228E+03
  0.3200000000E+01     0.6289308176E+02     0.5415130753E+04     0.4298927882E+03
  0.3200000000E+01     0.6352201258E+02     0.5415130675E+04     0.4298782628E+03
  0.3200000000E+01     0.6415094340E+02     0.5415130597E+04     0.4298638514E+03
  0.3200000000E+01     0.6477987421E+02     0.5415130521E+04     0.4298495585E+03
  0.3200000000E+01     0.6540880503E+02     0.5415130445E+04     0.4298353888E+03
  0.3200000000E+01     0.6603773585E+02     0.5415130370E+04     0.4298213471E+03
  0.3200000000E+01     0.6666666667E+02     0.5415130296E+04     0.4298074379E+03
  0.3200000000E+01     0.6729559748E+02     0.5415130223E+04     0.4297936660E+03
  0.3200000000E+01     0.6792452830E+02     0.5415130150E+04     0.4297800359E+03
  0.3200000000E+01     0.6855345912E+02     0.5415130079E+04     0.4297665525E+03
  0.3200000000E+01     0.6918238994E+02     0.5415130008E+04     0.4297532204E+03
  0.3200000000E+01     0.6981132075E+02     0.5415129938E+04     0.4297400442E+03
  0.3200000000E+01     0.7044025157E+02     0.5415129870E+04     0.4297270286E+03
  0.3200000000E+01     0.7106918239E+02     0.5415129802E+04     0.4297141784E+03
  0.3200000000E+01     0.7169811321E+02     0.5415129735E+04     0.4297014982E+03
  0.3200000000E+01     0.7232704403E+02     0.5415129670E+04     0.4296889927E+03
  0.3200000000E+01     0.7295597484E+02     0.5415129605E+04     0.4296766667E+03
  0.3200000000E+01     0.7358490566E+02     0.5415129542E+04     0.4296645248E+03
  0.3200000000E+01     0.7421383648E+02     0.5415129479E+04     0.4296525718E+03
  0.3200000000E+01     0.7484276730E+02     0.5415129418E+04     0.4296408123E+03
  0.3200000000E+01     0.7547169811E+02     0.5415129358E+04     0.4296292512E+03
  0.3200000000E+01     0.7610062893E+02     0.5415129300E+04     0.4296178930E+03
  0.3200000000E+01     0.7672955975E+02     0.5415129242E+04     0.4296067427E+03
  0.3200000000E+01     0.7735849057E+02     0.5415129186E+04     0.4295958048E+03
  0.3200000000E+01     0.7798742138E+02     0.5415129131E+04     0.4295850842E+03
  0.3200000000E+01     0.7861635220E+02     0.5415129077E+04     0.4295745856E+03
  0.3200000000E+01     0.7924528302E+02     0.5415129025E+04     0.4295643137E+03
  0.3200000000E+01     0.7987421384E+02     0.5415128974E+04     0.4295542734E+03
  0.3200000000E+01     0.8050314465E+02     0.5415128924E+04     0.4295444693E+03
  0.3200000000E+01     0.8113207547E+02     0.5415128876E+04     0.4295349063E+03
  0.3200000000E+01     0.8176100629E+02     0.5415128829E+04     0.4295255891E+03
  0.3200000000E+01     0.8238993711E+02     0.5415128784E+04     0.4295165225E+03
  0.3200000000E+01     0.8301886792E+02     0.5415128740E+04     0.4295077113E+03
  0.3200000000E+01     0.8364779874E+02     0.5415128697E+04     0.4294991602E+03
  0.3200000000E+01     0.8427672956E+02     0.5415128656E+04     0.4294908742E+03
  0.3200000000E+01     0.8490566038E+02     0.5415128616E+04     0.4294828579E+03
  0.3200000000E+01     0.8553459119E+02     0.5415128578E+04     0.4294751162E+03
  0.3200000000E+01     0.8616352201E+02     0.5415128542E+04     0.4294676539E+03
  0.3200000000E+01     0.8679245283E+02     0.5415128507E+04     0.4294604758E+03
  0.3200000000E+01     0.8742138365E+02     0.5415128473E+04     0.4294535867E+03
  0.3200000000E+01     0.8805031447E+02     0.5415128441E+04     0.4294469914E+03
  0.3200000000E+01     0.8867924528E+02     0.5415128411E+04     0.4294406948E+03
  0.3200000000E+01     0.8930817610E+02     0.5415128382E+04     0.4294347016E+03
  0.3200000000E+01     0.8993710692E+02     0.5415128355E+04     0.4294290167E+03
  0.3200000000E+01     0.9056603774E+02     0.5415128329E+04     0.4294236449E+03
  0.3200000000E+01     0.9119496855E+02     0.5415128305E+04     0.4294185910E+03
  0.3200000000E+01     0.9182389937E+02     0.5415128283E+04     0.4294138599E+03
  0.3200000000E+01     0.9245283019E+02     0.5415128262E+04     0.4294094564E+03
  0.3200000000E+01     0.9308176101E+02     0.5415128243E+04     0.4294053852E+03
  0.3200000000E+01     0.9371069182E+02     0.5415128226E+04     0.4294016513E+03
  0.3200000000E+01     0.9433962264E+02     0.5415128210E+04     0.4293982594E+03
  0.3200000000E+01     0.9496855346E+02     0.5415128196E+04     0.4293952144E+03
  0.3200000000E+01     0.9559748428E+02     0.5415128184E+04     0.4293925210E+03
  0.3200000000E+01     0.9622641509E+02     0.5415128173E+04     0.4293901841E+03
  0.3200000000E+01     0.9685534591E+02     0.5415128164E+04     0.4293882085E+03
  0.3200000000E+01     0.9748427673E+02     0.5415128157E+04     0.4293865989E+03
  0.3200000000E+01     0.9811320755E+02     0.5415128152E+04     0.4293853602E+03
  0.3200000000E+01     0.9874213836E+02     0.5415128148E+04     0.4293844971E+03
  0.3200000000E+01     0.9937106918E+02     0.5415128146E+04     0.4293840145E+03
  0.3200000000E+01     0.1000000000E+03     0.5415128145E+04     0.4293839170E+03

  0.3300000000E+01     0.0000000000E+00     0.5387926658E+04     0.4352530471E+03
  0.3300000000E+01     0.6289308176E+00     0.5387926658E+04     0.4352529301E+03
  0.3300000000E+01     0.1257861635E+01     0.5387926656E+04     0.4352523541E+03
  0.3300000000E+01     0.1886792453E+01     0.5387926652E+04     0.4352513280E+03
  0.3300000000E+01     0.2515723270E+01     0.5387926646E+04     0.4352498607E+03
  0.3300000000E+01     0.3144654088E+01     0.5387926638E+04     0.4352479608E+03
  0.3300000000E+01     0.3773584906E+01     0.5387926629E+04     0.4352456369E+03
  0.3300000000E+01     0.4402515723E+01     0.5387926618E+04     0.4352428974E+03
  0.3300000000E+01     0.5031446541E+01     0.5387926605E+04     0.4352397504E+03
  0.3300000000E+01     0.5660377358E+01     0.5387926590E+04     0.4352362042E+03
  0.3300000000E+01     0.6289308176E+01     0.5387926574E+04     0.4352322667E+03
  0.3300000000E+01     0.6918238994E+01     0.5387926555E+04     0.4352279458E+03
  0.3300000000E+01     0.7547169811E+01     0.5387926535E+04     0.4352232493E+03
  0.3300000000E+01     0.8176100629E+01     0.5387926514E+04     0.4352181849E+03
  0.3300000000E+01     0.8805031447E+01     0.5387926490E+04     0.4352127601E+03
  0.3300000000E+01     0.9433962264E+01     0.5387926465E+04     0.4352069823E+03
  0.3300000000E+01     0.1006289308E+02     0.5387926438E+04     0.4352008589E+03
  0.3300000000E+01     0.1069182390E+02     0.5387926410E+04     0.4351943971E+03
  0.3300000000E+01     0.1132075472E+02     0.5387926380E+04     0.4351876042E+03
  0.3300000000E+01     0.1194968553E+02     0.5387926348E+04     0.4351804871E+03
  0.3300000000E+01     0.1257861635E+02     0.5387926315E+04     0.4351730528E+03
  0.3300000000E+01     0.1320754717E+02     0.5387926280E+04     0.4351653083E+03
  0.3300000000E+01     0.1383647799E+02     0.5387926243E+04     0.4351572604E+03
  0.3300000000E+01     0.1446540881E+02     0.5387926205E+04     0.4351489157E+03
  0.3300000000E+01     0.1509433962E+02     0.5387926165E+04     0.4351402809E+03
  0.3300000000E+01     0.1572327044E+02     0.5387926124E+04     0.4351313627E+03
  0.3300000000E+01     0.1635220126E+02     0.5387926081E+04     0.4351221674E+03
  0.3300000000E+01     0.1698113208E+02     0.5387926036E+04     0.4351127017E+03
  0.3300000000E+01     0.1761006289E+02     0.5387925990E+04     0.4351029717E+03
  0.3300000000E+01     0.1823899371E+02     0.5387925943E+04     0.4350929839E+03
  0.3300000000E+01     0.1886792453E+02     0.5387925894E+04     0.4350827444E+03
  0.3300000000E+01     0.1949685535E+02     0.5387925844E+04     0.4350722595E+03
  0.3300000000E+01     0.2012578616E+02     0.5387925792E+04     0.4350615352E+03
  0.3300000000E+01     0.2075471698E+02     0.5387925739E+04     0.4350505776E+03
  0.3300000000E+01     0.2138364780E+02     0.5387925685E+04     0.4350393928E+03
  0.3300000000E+01     0.2201257862E+02     0.5387925629E+04     0.4350279866E+03
  0.3300000000E+01     0.2264150943E+02     0.5387925572E+04     0.4350163650E+03
  0.3300000000E+01     0.2327044025E+02     0.5387925513E+04     0.4350045338E+03
  0.3300000000E+01     0.2389937107E+02     0.5387925454E+04     0.4349924988E+03
  0.3300000000E+01     0.2452830189E+02     0.5387925393E+04     0.4349802658E+03
  0.3300000000E+01     0.2515723270E+02     0.5387925330E+04     0.4349678404E+03
  0.3300000000E+01     0.2578616352E+02     0.5387925267E+04     0.4349552283E+03
  0.3300000000E+01     0.2641509434E+02     0.5387925203E+04     0.4349424352E+03
  0.3300000000E+01     0.2704402516E+02     0.5387925137E+04     0.4349294665E+03
  0.3300000000E+01     0.2767295597E+02     0.5387925070E+04     0.4349163279E+03
  0.3300000000E+01     0.2830188679E+02     0.5387925002E+04     0.4349030248E+03
  0.3300000000E+01     0.2893081761E+02     0.5387924933E+04     0.4348895627E+03
  0.3300000000E+01     0.2955974843E+02     0.5387924863E+04     0.4348759470E+03
  0.3300000000E+01     0.3018867925E+02     0.5387924793E+04     0.4348621830E+03
  0.3300000000E+01     0.3081761006E+02     0.5387924721E+04     0.4348482762E+03
  0.3300000000E+01     0.3144654088E+02     0.5387924648E+04     0.4348342318E+03
  0.3300000000E+01     0.3207547170E+02     0.5387924574E+04     0.4348200551E+03
  0.3300000000E+01     0.3270440252E+02     0.5387924499E+04     0.4348057513E+03
  0.3300000000E+01     0.3333333333E+02     0.5387924424E+04     0.4347913258E+03
  0.3300000000E+01     0.3396226415E+02     0.5387924347E+04     0.4347767836E+03
  0.3300000000E+01     0.3459119497E+02     0.5387924270E+04     0.4347621300E+03
  0.3300000000E+01     0.3522012579E+02     0.5387924192E+04     0.4347473700E+03
  0.3300000000E+01     0.3584905660E+02     0.5387924114E+04     0.4347325088E+03
  0.3300000000E+01     0.3647798742E+02     0.5387924034E+04     0.4347175515E+03
  0.3300000000E+01     0.3710691824E+02     0.5387923954E+04     0.4347025031E+03
  0.3300000000E+01     0.3773584906E+02     0.5387923874E+04     0.4346873686E+03
  0.3300000000E+01     0.3836477987E+02     0.5387923792E+04     0.4346721531E+03
  0.3300000000E+01     0.3899371069E+02     0.5387923711E+04     0.4346568616E+03
  0.3300000000E+01     0.3962264151E+02     0.5387923628E+04     0.4346414990E+03
  0.3300000000E+01     0.4025157233E+02     0.5387923545E+04     0.4346260704E+03
  0.3300000000E+01     0.4088050314E+02     0.5387923462E+04     0.4346105805E+03
  0.3300000000E+01     0.4150943396E+02     0.5387923378E+04     0.4345950344E+03
  0.3300000000E+01     0.4213836478E+02     0.5387923294E+04     0.4345794369E+03
  0.3300000000E+01     0.4276729560E+02     0.5387923209E+04     0.4345637929E+03
  0.3300000000E+01     0.4339622642E+02     0.5387923124E+04     0.4345481072E+03
  0.3300000000E+01     0.4402515723E+02     0.5387923039E+04     0.4345323848E+03
  0.3300000000E+01     0.4465408805E+02     0.5387922953E+04     0.4345166305E+03
  0.3300000000E+01     0.4528301887E+02     0.5387922868E+04     0.4345008490E+03
  0.3300000000E+01     0.4591194969E+02     0.5387922781E+04     0.4344850452E+03
  0.3300000000E+01     0.4654088050E+02     0.5387922695E+04     0.4344692239E+03
  0.3300000000E+01     0.4716981132E+02     0.5387922609E+04     0.4344533898E+03
  0.3300000000E+01     0.4779874214E+02     0.5387922522E+04     0.4344375478E+03
  0.3300000000E+01     0.4842767296E+02     0.5387922436E+04     0.4344217025E+03
  0.3300000000E+01     0.4905660377E+02     0.5387922349E+04     0.4344058588E+03
  0.3300000000E+01     0.4968553459E+02     0.5387922262E+04     0.4343900213E+03
  0.3300000000E+01     0.5031446541E+02     0.5387922176E+04     0.4343741949E+03
  0.3300000000E+01     0.5094339623E+02     0.5387922089E+04     0.4343583841E+03
  0.3300000000E+01     0.5157232704E+02     0.5387922002E+04     0.4343425938E+03
  0.3300000000E+01     0.5220125786E+02     0.5387921916E+04     0.4343268286E+03
  0.3300000000E+01     0.5283018868E+02     0.5387921830E+04     0.4343110933E+03
  0.3300000000E+01     0.5345911950E+02     0.5387921743E+04     0.4342953925E+03
  0.3300000000E+01     0.5408805031E+02     0.5387921657E+04     0.4342797309E+03
  0.3300000000E+01     0.5471698113E+02     0.5387921572E+04     0.4342641132E+03
  0.3300000000E+01     0.5534591195E+02     0.5387921486E+04     0.4342485441E+03
  0.3300000000E+01     0.5597484277E+02     0.5387921401E+04     0.4342330283E+03
  0.3300000000E+01     0.5660377358E+02     0.5387921316E+04     0.4342175703E+03
  0.3300000000E+01     0.5723270440E+02     0.5387921232E+04     0.4342021750E+03
  0.3300000000E+01     0.5786163522E+02     0.5387921148E+04     0.4341868469E+03
  0.3300000000E+01     0.5849056604E+02     0.5387921064E+04     0.4341715907E+03
  0.3300000000E+01     0.5911949686E+02     0.5387920981E+04     0.4341564111E+03
  0.3300000000E+01     0.5974842767E+02     0.5387920898E+04     0.4341413128E+03
  0.3300000000E+01     0.6037735849E+02     0.5387920816E+04     0.4341263003E+03
  0.3300000000E+01     0.6100628931E+02     0.5387920735E+04     0.4341113783E+03
  0.3300000000E+01     0.6163522013E+02     0.5387920654E+04     0.4340965516E+03
  0.3300000000E+01     0.6226415094E+02     0.5387920573E+04     0.4340818246E+03
  0.3300000000E+01     0.6289308176E+02     0.5387920494E+04     0.4340672022E+03
  0.3300000000E+01     0.6352201258E+02     0.5387920415E+04     0.4340526890E+03
  0.3300000000E+01     0.6415094340E+02     0.5387920336E+04     0.4340382896E+03
  0.3300000000E+01     0.6477987421E+02     0.5387920259E+04     0.4340240086E+03
  0.3300000000E+01     0.6540880503E+02     0.5387920182E+04     0.4340098508E+03
  0.3300000000E+01     0.6603773585E+02     0.5387920106E+04     0.4339958208E+03
  0.3300000000E+01     0.6666666667E+02     0.5387920031E+04     0.4339819232E+03
  0.3300000000E+01     0.6729559748E+02     0.5387919956E+04     0.4339681628E+03
  0.3300000000E+01     0.6792452830E+02     0.5387919883E+04     0.4339545442E+03
  0.3300000000E+01     0.6855345912E+02     0.5387919810E+04     0.4339410720E+03
  0.3300000000E+01     0.6918238994E+02     0.5387919739E+04     0.4339277510E+03
  0.3300000000E+01     0.6981132075E+02     0.5387919668E+04     0.4339145858E+03
  0.3300000000E+01     0.7044025157E+02     0.5387919598E+04     0.4339015811E+03
  0.3300000000E+01     0.7106918239E+02     0.5387919530E+04     0.4338887416E+03
  0.3300000000E+01     0.7169811321E+02     0.5387919462E+04     0.4338760720E+03
  0.3300000000E+01     0.7232704403E+02     0.5387919396E+04     0.4338635770E+03
  0.3300000000E+01     0.7295597484E+02     0.5387919330E+04     0.4338512612E+03
  0.3300000000E+01     0.7358490566E+02     0.5387919266E+04     0.4338391295E+03
  0.3300000000E+01     0.7421383648E+02     0.5387919203E+04     0.4338271864E+03
  0.3300000000E+01     0.7484276730E+02     0.5387919141E+04     0.4338154368E+03
  0.3300000000E+01     0.7547169811E+02     0.5387919080E+04     0.4338038853E+03
  0.3300000000E+01     0.7610062893E+02     0.5387919020E+04     0.4337925367E+03
  0.3300000000E+01     0.7672955975E+02     0.5387918962E+04     0.4337813956E+03
  0.3300000000E+01     0.7735849057E+02     0.5387918905E+04     0.4337704669E+03
  0.3300000000E+01     0.7798742138E+02     0.5387918849E+04     0.4337597552E+03
  0.3300000000E+01     0.7861635220E+02     0.5387918795E+04     0.4337492654E+03
  0.3300000000E+01     0.7924528302E+02     0.5387918742E+04     0.4337390021E+03
  0.3300000000E+01     0.7987421384E+02     0.5387918690E+04     0.4337289701E+03
  0.3300000000E+01     0.8050314465E+02     0.5387918640E+04     0.4337191743E+03
  0.3300000000E+01     0.8113207547E+02     0.5387918591E+04     0.4337096192E+03
  0.3300000000E+01     0.8176100629E+02     0.5387918543E+04     0.4337003098E+03
  0.3300000000E+01     0.8238993711E+02     0.5387918497E+04     0.4336912508E+03
  0.3300000000E+01     0.8301886792E+02     0.5387918453E+04     0.4336824469E+03
  0.3300000000E+01     0.8364779874E+02     0.5387918409E+04     0.4336739031E+03
  0.3300000000E+01     0.8427672956E+02     0.5387918368E+04     0.4336656239E+03
  0.3300000000E+01     0.8490566038E+02     0.5387918328E+04     0.4336576144E+03
  0.3300000000E+01     0.8553459119E+02     0.5387918289E+04     0.4336498791E+03
  0.3300000000E+01     0.8616352201E+02     0.5387918252E+04     0.4336424231E+03
  0.3300000000E+01     0.8679245283E+02     0.5387918216E+04     0.4336352510E+03
  0.3300000000E+01     0.8742138365E+02     0.5387918182E+04     0.4336283676E+03
  0.3300000000E+01     0.8805031447E+02     0.5387918150E+04     0.4336217778E+03
  0.3300000000E+01     0.8867924528E+02     0.5387918119E+04     0.4336154864E+03
  0.3300000000E+01     0.8930817610E+02     0.5387918090E+04     0.4336094983E+03
  0.3300000000E+01     0.8993710692E+02     0.5387918062E+04     0.4336038181E+03
  0.3300000000E+01     0.9056603774E+02     0.5387918037E+04     0.4335984508E+03
  0.3300000000E+01     0.9119496855E+02     0.5387918012E+04     0.4335934012E+03
  0.3300000000E+01     0.9182389937E+02     0.5387917990E+04     0.4335886740E+03
  0.3300000000E+01     0.9245283019E+02     0.5387917969E+04     0.4335842741E+03
  0.3300000000E+01     0.9308176101E+02     0.5387917949E+04     0.4335802064E+03
  0.3300000000E+01     0.9371069182E+02     0.5387917932E+04     0.4335764756E+03
  0.3300000000E+01     0.9433962264E+02     0.5387917916E+04     0.4335730865E+03
  0.3300000000E+01     0.9496855346E+02     0.5387917902E+04     0.4335700440E+03
  0.3300000000E+01     0.9559748428E+02     0.5387917889E+04     0.4335673529E+03
  0.3300000000E+01     0.9622641509E+02     0.5387917878E+04     0.4335650180E+03
  0.3300000000E+01     0.9685534591E+02     0.5387917869E+04     0.4335630440E+03
  0.3300000000E+01     0.9748427673E+02     0.5387917862E+04     0.4335614358E+03
  0.3300000000E+01     0.9811320755E+02     0.5387917856E+04     0.4335601981E+03
  0.3300000000E+01     0.9874213836E+02     0.5387917853E+04     0.4335593358E+03
  0.3300000000E+01     0.9937106918E+02     0.5387917850E+04     0.4335588535E+03
  0.3300000000E+01     0.1000000000E+03     0.5387917850E+04     0.4335587561E+03

  0.3400000000E+01     0.0000000000E+00     0.5360751362E+04     0.4394001333E+03
  0.3400000000E+01     0.6289308176E+00     0.5360751361E+04     0.4394000163E+03
  0.3400000000E+01     0.1257861635E+01     0.5360751359E+04     0.4393994408E+03
  0.3400000000E+01     0.1886792453E+01     0.5360751355E+04     0.4393984156E+03
  0.3400000000E+01     0.2515723270E+01     0.5360751349E+04     0.4393969495E+03
  0.3400000000E+01     0.3144654088E+01     0.5360751341E+04     0.4393950512E+03
  0.3400000000E+01     0.3773584906E+01     0.5360751332E+04     0.4393927293E+03
  0.3400000000E+01     0.4402515723E+01     0.5360751321E+04     0.4393899920E+03
  0.3400000000E+01     0.5031446541E+01     0.5360751307E+04     0.4393868477E+03
  0.3400000000E+01     0.5660377358E+01     0.5360751293E+04     0.4393833044E+03
  0.3400000000E+01     0.6289308176E+01     0.5360751276E+04     0.4393793702E+03
  0.3400000000E+01     0.6918238994E+01     0.5360751257E+04     0.4393750529E+03
  0.3400000000E+01     0.7547169811E+01     0.5360751237E+04     0.4393703604E+03
  0.3400000000E+01     0.8176100629E+01     0.5360751215E+04     0.4393653002E+03
  0.3400000000E+01     0.8805031447E+01     0.5360751192E+04     0.4393598799E+03
  0.3400000000E+01     0.9433962264E+01     0.5360751166E+04     0.4393541069E+03
  0.3400000000E+01     0.1006289308E+02     0.5360751139E+04     0.4393479886E+03
  0.3400000000E+01     0.1069182390E+02     0.5360751110E+04     0.4393415323E+03
  0.3400000000E+01     0.1132075472E+02     0.5360751080E+04     0.4393347450E+03
  0.3400000000E+01     0.1194968553E+02     0.5360751047E+04     0.4393276339E+03
  0.3400000000E+01     0.1257861635E+02     0.5360751014E+04     0.4393202058E+03
  0.3400000000E+01     0.1320754717E+02     0.5360750978E+04     0.4393124678E+03
  0.3400000000E+01     0.1383647799E+02     0.5360750941E+04     0.4393044266E+03
  0.3400000000E+01     0.1446540881E+02     0.5360750902E+04     0.4392960889E+03
  0.3400000000E+01     0.1509433962E+02     0.5360750862E+04     0.4392874613E+03
  0.3400000000E+01     0.1572327044E+02     0.5360750820E+04     0.4392785505E+03
  0.3400000000E+01     0.1635220126E+02     0.5360750776E+04     0.4392693630E+03
  0.3400000000E+01     0.1698113208E+02     0.5360750731E+04     0.4392599051E+03
  0.3400000000E+01     0.1761006289E+02     0.5360750685E+04     0.4392501833E+03
  0.3400000000E+01     0.1823899371E+02     0.5360750637E+04     0.4392402038E+03
  0.3400000000E+01     0.1886792453E+02     0.5360750587E+04     0.4392299729E+03
  0.3400000000E+01     0.1949685535E+02     0.5360750536E+04     0.4392194967E+03
  0.3400000000E+01     0.2012578616E+02     0.5360750484E+04     0.4392087814E+03
  0.3400000000E+01     0.2075471698E+02     0.5360750430E+04     0.4391978330E+03
  0.3400000000E+01     0.2138364780E+02     0.5360750375E+04     0.4391866575E+03
  0.3400000000E+01     0.2201257862E+02     0.5360750318E+04     0.4391752609E+03
  0.3400000000E+01     0.2264150943E+02     0.5360750260E+04     0.4391636490E+03
  0.3400000000E+01     0.2327044025E+02     0.5360750201E+04     0.4391518276E+03
  0.3400000000E+01     0.2389937107E+02     0.5360750140E+04     0.4391398027E+03
  0.3400000000E+01     0.2452830189E+02     0.5360750079E+04     0.4391275799E+03
  0.3400000000E+01     0.2515723270E+02     0.5360750016E+04     0.4391151649E+03
  0.3400000000E+01     0.2578616352E+02     0.5360749951E+04     0.4391025633E+03
  0.3400000000E+01     0.2641509434E+02     0.5360749886E+04     0.4390897809E+03
  0.3400000000E+01     0.2704402516E+02     0.5360749820E+04     0.4390768231E+03
  0.3400000000E+01     0.2767295597E+02     0.5360749752E+04     0.4390636954E+03
  0.3400000000E+01     0.2830188679E+02     0.5360749683E+04     0.4390504035E+03
  0.3400000000E+01     0.2893081761E+02     0.5360749613E+04     0.4390369526E+03
  0.3400000000E+01     0.2955974843E+02     0.5360749542E+04     0.4390233482E+03
  0.3400000000E+01     0.3018867925E+02     0.5360749470E+04     0.4390095958E+03
  0.3400000000E+01     0.3081761006E+02     0.5360749397E+04     0.4389957005E+03
  0.3400000000E+01     0.3144654088E+02     0.5360749324E+04     0.4389816679E+03
  0.3400000000E+01     0.3207547170E+02     0.5360749249E+04     0.4389675030E+03
  0.3400000000E+01     0.3270440252E+02     0.5360749173E+04     0.4389532112E+03
  0.3400000000E+01     0.3333333333E+02     0.5360749097E+04     0.4389387977E+03
  0.3400000000E+01     0.3396226415E+02     0.5360749019E+04     0.4389242677E+03
  0.3400000000E+01     0.3459119497E+02     0.5360748941E+04     0.4389096263E+03
  0.3400000000E+01     0.3522012579E+02     0.5360748862E+04     0.4388948787E+03
  0.3400000000E+01     0.3584905660E+02     0.5360748782E+04     0.4388800299E+03
  0.3400000000E+01     0.3647798742E+02     0.5360748702E+04     0.4388650850E+03
  0.3400000000E+01     0.3710691824E+02     0.5360748621E+04     0.4388500492E+03
  0.3400000000E+01     0.3773584906E+02     0.5360748539E+04     0.4388349274E+03
  0.3400000000E+01     0.3836477987E+02     0.5360748456E+04     0.4388197246E+03
  0.3400000000E+01     0.3899371069E+02     0.5360748374E+04     0.4388044459E+03
  0.3400000000E+01     0.3962264151E+02     0.5360748290E+04     0.4387890961E+03
  0.3400000000E+01     0.4025157233E+02     0.5360748206E+04     0.4387736803E+03
  0.3400000000E+01     0.4088050314E+02     0.5360748121E+04     0.4387582034E+03
  0.3400000000E+01     0.4150943396E+02     0.5360748036E+04     0.4387426702E+03
  0.3400000000E+01     0.4213836478E+02     0.5360747951E+04     0.4387270857E+03
  0.3400000000E+01     0.4276729560E+02     0.5360747865E+04     0.4387114548E+03
  0.3400000000E+01     0.4339622642E+02     0.5360747779E+04     0.4386957823E+03
  0.3400000000E+01     0.4402515723E+02     0.5360747693E+04     0.4386800730E+03
  0.3400000000E+01     0.4465408805E+02     0.5360747606E+04     0.4386643318E+03
  0.3400000000E+01     0.4528301887E+02     0.5360747519E+04     0.4386485635E+03
  0.3400000000E+01     0.4591194969E+02     0.5360747432E+04     0.4386327729E+03
  0.3400000000E+01     0.4654088050E+02     0.5360747344E+04     0.4386169648E+03
  0.3400000000E+01     0.4716981132E+02     0.5360747256E+04     0.4386011440E+03
  0.3400000000E+01     0.4779874214E+02     0.5360747169E+04     0.4385853152E+03
  0.3400000000E+01     0.4842767296E+02     0.5360747081E+04     0.4385694831E+03
  0.3400000000E+01     0.4905660377E+02     0.5360746993E+04     0.4385536526E+03
  0.3400000000E+01     0.4968553459E+02     0.5360746905E+04     0.4385378284E+03
  0.3400000000E+01     0.5031446541E+02     0.5360746817E+04     0.4385220151E+03
  0.3400000000E+01     0.5094339623E+02     0.5360746729E+04     0.4385062176E+03
  0.3400000000E+01     0.5157232704E+02     0.5360746642E+04     0.4384904405E+03
  0.3400000000E+01     0.5220125786E+02     0.5360746554E+04     0.4384746884E+03
  0.3400000000E+01     0.5283018868E+02     0.5360746466E+04     0.4384589663E+03
  0.3400000000E+01     0.5345911950E+02     0.5360746379E+04     0.4384432786E+03
  0.3400000000E+01     0.5408805031E+02     0.5360746292E+04     0.4384276301E+03
  0.3400000000E+01     0.5471698113E+02     0.5360746205E+04     0.4384120254E+03
  0.3400000000E+01     0.5534591195E+02     0.5360746118E+04     0.4383964693E+03
  0.3400000000E+01     0.5597484277E+02     0.5360746032E+04     0.4383809664E+03
  0.3400000000E+01     0.5660377358E+02     0.5360745946E+04     0.4383655214E+03
  0.3400000000E+01     0.5723270440E+02     0.5360745861E+04     0.4383501389E+03
  0.3400000000E+01     0.5786163522E+02     0.5360745775E+04     0.4383348236E+03
  0.3400000000E+01     0.5849056604E+02     0.5360745691E+04     0.4383195802E+03
  0.3400000000E+01     0.5911949686E+02     0.5360745606E+04     0.4383044133E+03
  0.3400000000E+01     0.5974842767E+02     0.5360745523E+04     0.4382893275E+03
  0.3400000000E+01     0.6037735849E+02     0.5360745439E+04     0.4382743275E+03
  0.3400000000E+01     0.6100628931E+02     0.5360745357E+04     0.4382594180E+03
  0.3400000000E+01     0.6163522013E+02     0.5360745274E+04     0.4382446037E+03
  0.3400000000E+01     0.6226415094E+02     0.5360745193E+04     0.4382298891E+03
  0.3400000000E+01     0.6289308176E+02     0.5360745112E+04     0.4382152789E+03
  0.3400000000E+01     0.6352201258E+02     0.5360745032E+04     0.4382007777E+03
  0.3400000000E+01     0.6415094340E+02     0.5360744953E+04     0.4381863903E+03
  0.3400000000E+01     0.6477987421E+02     0.5360744874E+04     0.4381721213E+03
  0.3400000000E+01     0.6540880503E+02     0.5360744796E+04     0.4381579753E+03
  0.3400000000E+01     0.6603773585E+02     0.5360744719E+04     0.4381439570E+03
  0.3400000000E+01     0.6666666667E+02     0.5360744643E+04     0.4381300711E+03
  0.3400000000E+01     0.6729559748E+02     0.5360744567E+04     0.4381163221E+03
  0.3400000000E+01     0.6792452830E+02     0.5360744493E+04     0.4381027149E+03
  0.3400000000E+01     0.6855345912E+02     0.5360744419E+04     0.4380892539E+03
  0.3400000000E+01     0.6918238994E+02     0.5360744347E+04     0.4380759440E+03
  0.3400000000E+01     0.6981132075E+02     0.5360744275E+04     0.4380627898E+03
