# time (ps)       Fabs (J/m^2)       E_el (J/m^2)      E_lat (J/m^2)       Delta_E (%)
        6.10000000         137.26386460          74.15819448          59.50771882      0.02621
        6.20000000         137.26386460          73.32342520          60.35590697      0.02611
        6.30000000         137.26386460          72.49468020          61.19796867      0.02602
        6.40000000         137.26386460          71.67194591          62.03391774      0.02592
        6.50000000         137.26386460          70.85520873          62.86376803      0.02583
        6.60000000         137.26386460          70.04445499          63.68753346      0.02573
        6.70000000         137.26386460          69.23967098          64.50522798      0.02564
        6.80000000         137.26386460          68.44084293          65.31686560      0.02554
        6.90000000         137.26386460          67.64795705          66.12246038      0.02545
        7.00000000         137.26386460          66.86099946          66.92202643      0.02536
        7.10000000         137.26386460          66.07995625          67.71557791      0.02527
        7.20000000         137.26386460          65.30481348          68.50312904      0.02518
        7.30000000         137.26386460          64.53555711          69.28469407      0.02509
        7.40000000         137.26386460          63.77217308          70.06028734      0.02500
        7.50000000         137.26386460          63.01464727          70.82992323      0.02491
        7.60000000         137.26386460          62.26296549          71.59361617      0.02482
        7.70000000         137.26386460          61.51711352          72.35138065      0.02474
        7.80000000         137.26386460          60.77707705          73.10323122      0.02465
        7.90000000         137.26386460          60.04284175          73.84918249      0.02456
        8.00000000         137.26386460          59.31439319          74.58924914      0.02448
        8.10000000         137.26386460          58.59171692          75.32344589      0.02440
        8.20000000         137.26386460          57.87479839          76.05178753      0.02431
        8.30000000         137.26386460          57.16362303          76.77428893      0.02423
        8.40000000         137.26386460          56.45817617          77.49096500      0.02415
        8.50000000         137.26386460          55.75844309          78.20183074      0.02407
        8.60000000         137.26386460          55.06440902          78.90690118      0.02399
        8.70000000         137.26386460          54.37605910          79.60619145      0.02391
        8.80000000         137.26386460          53.69337841          80.29971674      0.02383
        8.90000000         137.26386460          53.01635198          80.98749230      0.02375
        9.00000000         137.26386460          52.34496475          81.66953346      0.02367
        9.10000000         137.26386460          51.67920159          82.34585562      0.02360
        9.20000000         137.26386460          51.01904731          83.01647425      0.02352
        9.30000000         137.26386460          50.36448664          83.68140490      0.02344
        9.40000000         137.26386460          49.71550425          84.34066318      0.02337
        9.50000000         137.26386460          49.07208472          84.99426479      0.02329
        9.60000000         137.26386460          48.43421255          85.64222551      0.02322
        9.70000000         137.26386460          47.80187217          86.28456119      0.02315
        9.80000000         137.26386460          47.17504795          86.92128776      0.02308
        9.90000000         137.26386460          46.55372415          87.55242124      0.02300
       10.00000000         137.26386460          45.93788497          88.17797771      0.02293
       10.10000000         137.26386460          45.32751452          88.79797337      0.02286
