# time (ps)       Fabs (J/m^2)       E_el (J/m^2)      E_lat (J/m^2)       Delta_E (%)
        4.81000000         138.82864482          88.32399240          46.36979733      0.02978
        4.82000000         138.82864482          88.22959497          46.46479390      0.02978
        4.83000000         138.82864482          88.13526115          46.55972644      0.02978
        4.84000000         138.82864482          88.04099092          46.65459496      0.02977
        4.85000000         138.82864482          87.94678428          46.74939947      0.02977
        4.86000000         138.82864482          87.85264121          46.84413999      0.02976
        4.87000000         138.82864482          87.75856170          46.93881652      0.02976
        4.88000000         138.82864482          87.66454573          47.03342909      0.02975
        4.89000000         138.82864482          87.57059329          47.12797770      0.02975
        4.90000000         138.82864482          87.47670437          47.22246237      0.02975
        4.91000000         138.82864482          87.38287895          47.31688312      0.02974
        4.92000000         138.82864482          87.28911703          47.41123995      0.02974
        4.93000000         138.82864482          87.19541858          47.50553287      0.02973
        4.94000000         138.82864482          87.10178360          47.59976191      0.02973
        4.95000000         138.82864482          87.00821207          47.69392708      0.02972
        4.96000000         138.82864482          86.91470397          47.78802838      0.02972
        4.97000000         138.82864482          86.82125931          47.88206584      0.02972
        4.98000000         138.82864482          86.72787805          47.97603946      0.02971
        4.99000000         138.82864482          86.63456019          48.06994926      0.02971
        5.00000000         138.82864482          86.54130572          48.16379525      0.02970
