# time (ps)       Fabs (J/m^2)       E_el (J/m^2)      E_lat (J/m^2)       Delta_E (%)
        4.10000000         139.01717158           0.03405580           0.09858976      0.99905
        4.20000000         139.01717158           0.03405580           0.10101780      0.99903
        4.30000000         139.01717158           0.03405580           0.10246059      0.99902
        4.40000000         139.01717158           0.03333099           0.10458234      0.99901
        4.50000000         139.01717158           0.03333099           0.10634216      0.99900
        4.60000000         139.01717158           0.03333099           0.10801683      0.99898
        4.70000000         139.01717158           0.03333099           0.11014906      0.99897
        4.80000000         139.01717158           0.03262059           0.11154452      0.99896
        4.90000000         139.01717158           0.03262059           0.11368044      0.99895
        5.00000000         139.01717158           0.03262059           0.11522342      0.99894
        5.10000000         139.01717158           0.03192431           0.11670926      0.99893
        5.20000000         139.01717158           0.03192431           0.11862494      0.99892
        5.30000000         139.01717158           0.03192431           0.12014440      0.99891
        5.40000000         139.01717158           0.03192431           0.12180720      0.99889
        5.50000000         139.01717158           0.03124186           0.12355840      0.99889
        5.60000000         139.01717158           0.03124186           0.12493911      0.99888
        5.70000000         139.01717158           0.03124186           0.12680880      0.99886
        5.80000000         139.01717158           0.03057299           0.12824972      0.99886
        5.90000000         139.01717158           0.03057299           0.12960616      0.99885
        6.00000000         139.01717158           0.03057299           0.13148209      0.99883
        6.10000000         139.01717158           0.03057299           0.13275426      0.99883
        6.20000000         139.01717158           0.02991742           0.13408627      0.99882
        6.30000000         139.01717158           0.02991742           0.13573680      0.99881
        6.40000000         139.01717158           0.02991742           0.13692480      0.99880
        6.50000000         139.01717158           0.02927489           0.13843557      0.99879
        6.60000000         139.01717158           0.02927489           0.13985917      0.99878
        6.70000000         139.01717158           0.02927489           0.14134089      0.99877
        6.80000000         139.01717158           0.02927489           0.14265264      0.99876
        6.90000000         139.01717158           0.02864514           0.14390609      0.99876
        7.00000000         139.01717158           0.02864514           0.14600490      0.99874
        7.10000000         139.01717158           0.02864514           0.14658984      0.99874
        7.20000000         139.01717158           0.02802793           0.14790596      0.99873
        7.30000000         139.01717158           0.02802793           0.14928058      0.99872
        7.40000000         139.01717158           0.02802793           0.15068445      0.99871
        7.50000000         139.01717158           0.02802793           0.15174086      0.99871
        7.60000000         139.01717158           0.02742300           0.15294399      0.99870
        7.70000000         139.01717158           0.02742300           0.15455795      0.99869
        7.80000000         139.01717158           0.02742300           0.15537960      0.99869
        7.90000000         139.01717158           0.02683012           0.15658675      0.99868
        8.00000000         139.01717158           0.02683012           0.15776445      0.99867
        8.10000000         139.01717158           0.02683012           0.15950156      0.99866
        8.20000000         139.01717158           0.02624904           0.16009041      0.99866
        8.30000000         139.01717158           0.02624904           0.16121295      0.99865
        8.40000000         139.01717158           0.02624904           0.16236504      0.99864
        8.50000000         139.01717158           0.02567955           0.16384207      0.99864
        8.60000000         139.01717158           0.02567955           0.16481692      0.99863
        8.70000000         139.01717158           0.02567955           0.16555789      0.99862
        8.80000000         139.01717158           0.02512140           0.16671382      0.99862
        8.90000000         139.01717158           0.02512140           0.16792902      0.99861
        9.00000000         139.01717158           0.02512140           0.16955918      0.99860
        9.10000000         139.01717158           0.02512140           0.16955918      0.99860
        9.20000000         139.01717158           0.02457438           0.17086765      0.99859
        9.30000000         139.01717158           0.02457438           0.17193821      0.99859
        9.40000000         139.01717158           0.02457438           0.17336563      0.99858
        9.50000000         139.01717158           0.02403826           0.17431725      0.99857
        9.60000000         139.01717158           0.02403826           0.17431725      0.99857
        9.70000000         139.01717158           0.02403826           0.17577926      0.99856
        9.80000000         139.01717158           0.02351284           0.17682356      0.99856
        9.90000000         139.01717158           0.02351284           0.17831541      0.99855
       10.00000000         139.01717158           0.02351284           0.17909118      0.99854
       10.10000000         139.01717158           0.02299790           0.17909118      0.99855
