# time (ps)       Fabs (J/m^2)       E_el (J/m^2)      E_lat (J/m^2)       Delta_E (%)
        0.84000000          68.63524120          61.16207310           6.60976299      0.01258
        0.85000000          68.63524120          61.08183725           6.69050162      0.01257
        0.86000000          68.63524120          61.00166497           6.77117626      0.01256
        0.87000000          68.63524120          60.92155624           6.85178691      0.01256
        0.88000000          68.63524120          60.84151106           6.93233360      0.01255
        0.89000000          68.63524120          60.76152941           7.01281633      0.01254
        0.90000000          68.63524120          60.68161128           7.09323512      0.01254
        0.91000000          68.63524120          60.60175665           7.17358998      0.01253
        0.92000000          68.63524120          60.52196552           7.25388093      0.01252
        0.93000000          68.63524120          60.44223786           7.33410797      0.01251
        0.94000000          68.63524120          60.36257367           7.41427113      0.01251
        0.95000000          68.63524120          60.28297293           7.49437041      0.01250
        0.96000000          68.63524120          60.20343563           7.57440583      0.01249
        0.97000000          68.63524120          60.12396176           7.65437740      0.01248
        0.98000000          68.63524120          60.04455129           7.73428513      0.01248
        0.99000000          68.63524120          59.96520423           7.81412905      0.01247
        1.00000000          68.63524120          59.88592055           7.89390916      0.01246
        1.01000000          68.63524120          59.80670024           7.97362547      0.01246
        1.02000000          68.63524120          59.72754329           8.05327801      0.01245
        1.03000000          68.63524120          59.64844968           8.13286677      0.01244
        1.04000000          68.63524120          59.56941941           8.21239178      0.01243
        1.05000000          68.63524120          59.49045245           8.29185305      0.01243
        1.06000000          68.63524120          59.41154880           8.37125060      0.01242
        1.07000000          68.63524120          59.33270845           8.45058443      0.01241
        1.08000000          68.63524120          59.25393137           8.52985456      0.01241
        1.09000000          68.63524120          59.17521755           8.60906100      0.01240
        1.10000000          68.63524120          59.09656699           8.68820377      0.01239
        1.11000000          68.63524120          59.01797966           8.76728288      0.01238
        1.12000000          68.63524120          58.93945556           8.84629835      0.01238
        1.13000000          68.63524120          58.86099467           8.92525018      0.01237
        1.14000000          68.63524120          58.78259698           9.00413839      0.01236
        1.15000000          68.63524120          58.70426247           9.08296300      0.01236
        1.16000000          68.63524120          58.62599113           9.16172401      0.01235
        1.17000000          68.63524120          58.54778295           9.24042145      0.01234
        1.18000000          68.63524120          58.46963792           9.31905532      0.01233
        1.19000000          68.63524120          58.39155602           9.39762564      0.01233
        1.20000000          68.63524120          58.31353723           9.47613242      0.01232
        1.21000000          68.63524120          58.23558155           9.55457568      0.01231
        1.22000000          68.63524120          58.15768896           9.63295543      0.01231
        1.23000000          68.63524120          58.07985944           9.71127167      0.01230
        1.24000000          68.63524120          58.00209299           9.78952444      0.01229
        1.25000000          68.63524120          57.92438959           9.86771373      0.01228
        1.26000000          68.63524120          57.84674922           9.94583957      0.01228
        1.27000000          68.63524120          57.76917188          10.02390197      0.01227
        1.28000000          68.63524120          57.69165755          10.10190093      0.01226
        1.29000000          68.63524120          57.61420621          10.17983648      0.01226
        1.30000000          68.63524120          57.53681786          10.25770863      0.01225
        1.31000000          68.63524120          57.45949247          10.33551738      0.01224
        1.32000000          68.63524120          57.38223004          10.41326277      0.01223
        1.33000000          68.63524120          57.30503056          10.49094479      0.01223
        1.34000000          68.63524120          57.22789400          10.56856346      0.01222
        1.35000000          68.63524120          57.15082036          10.64611880      0.01221
        1.36000000          68.63524120          57.07380962          10.72361082      0.01221
        1.37000000          68.63524120          56.99686176          10.80103953      0.01220
        1.38000000          68.63524120          56.91997678          10.87840494      0.01219
        1.39000000          68.63524120          56.84315467          10.95570708      0.01219
        1.40000000          68.63524120          56.76639540          11.03294595      0.01218
        1.41000000          68.63524120          56.68969896          11.11012157      0.01217
        1.42000000          68.63524120          56.61306534          11.18723395      0.01216
        1.43000000          68.63524120          56.53649453          11.26428310      0.01216
        1.44000000          68.63524120          56.45998652          11.34126905      0.01215
        1.45000000          68.63524120          56.38354128          11.41819179      0.01214
        1.46000000          68.63524120          56.30715881          11.49505135      0.01214
        1.47000000          68.63524120          56.23083909          11.57184774      0.01213
        1.48000000          68.63524120          56.15458211          11.64858097      0.01212
        1.49000000          68.63524120          56.07838786          11.72525106      0.01212
        1.50000000          68.63524120          56.00225631          11.80185802      0.01211
        1.51000000          68.63524120          55.92618747          11.87840187      0.01210
        1.52000000          68.63524120          55.85018131          11.95488261      0.01210
        1.53000000          68.63524120          55.77423782          12.03130026      0.01209
        1.54000000          68.63524120          55.69835699          12.10765484      0.01208
        1.55000000          68.63524120          55.62253880          12.18394636      0.01207
        1.56000000          68.63524120          55.54678324          12.26017483      0.01207
        1.57000000          68.63524120          55.47109030          12.33634027      0.01206
        1.58000000          68.63524120          55.39545996          12.41244269      0.01205
        1.59000000          68.63524120          55.31989221          12.48848210      0.01205
        1.60000000          68.63524120          55.24438703          12.56445852      0.01204
        1.61000000          68.63524120          55.16894442          12.64037196      0.01203
        1.62000000          68.63524120          55.09356435          12.71622244      0.01203
        1.63000000          68.63524120          55.01824682          12.79200997      0.01202
        1.64000000          68.63524120          54.94299181          12.86773456      0.01201
        1.65000000          68.63524120          54.86779930          12.94339622      0.01201
        1.66000000          68.63524120          54.79266929          13.01899498      0.01200
        1.67000000          68.63524120          54.71760176          13.09453084      0.01199
        1.68000000          68.63524120          54.64259669          13.17000382      0.01199
        1.69000000          68.63524120          54.56765408          13.24541393      0.01198
        1.70000000          68.63524120          54.49277390          13.32076119      0.01197
        1.71000000          68.63524120          54.41795615          13.39604560      0.01197
        1.72000000          68.63524120          54.34320081          13.47126719      0.01196
        1.73000000          68.63524120          54.26850787          13.54642597      0.01195
        1.74000000          68.63524120          54.19387731          13.62152195      0.01194
        1.75000000          68.63524120          54.11930912          13.69655514      0.01194
        1.76000000          68.63524120          54.04480328          13.77152556      0.01193
        1.77000000          68.63524120          53.97035979          13.84643323      0.01192
        1.78000000          68.63524120          53.89597863          13.92127815      0.01192
        1.79000000          68.63524120          53.82165978          13.99606034      0.01191
        1.80000000          68.63524120          53.74740323          14.07077982      0.01190
        1.81000000          68.63524120          53.67320897          14.14543659      0.01190
        1.82000000          68.63524120          53.59907698          14.22003068      0.01189
        1.83000000          68.63524120          53.52500725          14.29456209      0.01188
        1.84000000          68.63524120          53.45099977          14.36903084      0.01188
        1.85000000          68.63524120          53.37705452          14.44343694      0.01187
        1.86000000          68.63524120          53.30317149          14.51778042      0.01186
        1.87000000          68.63524120          53.22935066          14.59206127      0.01186
        1.88000000          68.63524120          53.15559202          14.66627952      0.01185
        1.89000000          68.63524120          53.08189556          14.74043518      0.01184
        1.90000000          68.63524120          53.00826126          14.81452826      0.01184
        1.91000000          68.63524120          52.93468911          14.88855878      0.01183
        1.92000000          68.63524120          52.86117909          14.96252676      0.01182
        1.93000000          68.63524120          52.78773119          15.03643219      0.01182
        1.94000000          68.63524120          52.71434541          15.11027511      0.01181
        1.95000000          68.63524120          52.64102171          15.18405552      0.01180
        1.96000000          68.63524120          52.56776010          15.25777343      0.01180
        1.97000000          68.63524120          52.49456055          15.33142887      0.01179
        1.98000000          68.63524120          52.42142305          15.40502184      0.01178
        1.99000000          68.63524120          52.34834759          15.47855236      0.01178
        2.00000000          68.63524120          52.27533416          15.55202045      0.01177
        2.01000000          68.63524120          52.20238273          15.62542611      0.01176
        2.02000000          68.63524120          52.12949330          15.69876936      0.01176
        2.03000000          68.63524120          52.05666586          15.77205022      0.01175
        2.04000000          68.63524120          51.98390038          15.84526870      0.01174
        2.05000000          68.63524120          51.91119685          15.91842481      0.01174
        2.06000000          68.63524120          51.83855527          15.99151857      0.01173
        2.07000000          68.63524120          51.76597561          16.06454999      0.01172
        2.08000000          68.63524120          51.69345787          16.13751908      0.01172
        2.09000000          68.63524120          51.62100202          16.21042587      0.01171
        2.10000000          68.63524120          51.54860806          16.28327035      0.01170
        2.11000000          68.63524120          51.47627596          16.35605256      0.01170
        2.12000000          68.63524120          51.40400573          16.42877249      0.01169
        2.13000000          68.63524120          51.33179734          16.50143018      0.01169
        2.14000000          68.63524120          51.25965077          16.57402562      0.01168
        2.15000000          68.63524120          51.18756602          16.64655883      0.01167
        2.16000000          68.63524120          51.11554307          16.71902984      0.01167
        2.17000000          68.63524120          51.04358191          16.79143864      0.01166
        2.18000000          68.63524120          50.97168252          16.86378527      0.01165
        2.19000000          68.63524120          50.89984489          16.93606972      0.01165
        2.20000000          68.63524120          50.82806901          17.00829202      0.01164
        2.21000000          68.63524120          50.75635485          17.08045217      0.01163
        2.22000000          68.63524120          50.68470241          17.15255020      0.01163
        2.23000000          68.63524120          50.61311167          17.22458612      0.01162
        2.24000000          68.63524120          50.54158262          17.29655993      0.01161
        2.25000000          68.63524120          50.47011525          17.36847167      0.01161
        2.26000000          68.63524120          50.39870954          17.44032133      0.01160
        2.27000000          68.63524120          50.32736547          17.51210893      0.01159
        2.28000000          68.63524120          50.25608303          17.58383450      0.01159
        2.29000000          68.63524120          50.18486221          17.65549803      0.01158
        2.30000000          68.63524120          50.11370300          17.72709955      0.01157
        2.31000000          68.63524120          50.04260537          17.79863907      0.01157
        2.32000000          68.63524120          49.97156933          17.87011661      0.01156
        2.33000000          68.63524120          49.90059484          17.94153218      0.01156
        2.34000000          68.63524120          49.82968190          18.01288578      0.01155
        2.35000000          68.63524120          49.75883049          18.08417745      0.01154
        2.36000000          68.63524120          49.68804060          18.15540719      0.01154
        2.37000000          68.63524120          49.61731222          18.22657501      0.01153
        2.38000000          68.63524120          49.54664533          18.29768093      0.01152
        2.39000000          68.63524120          49.47603991          18.36872497      0.01152
        2.40000000          68.63524120          49.40549596          18.43970713      0.01151
        2.41000000          68.63524120          49.33501346          18.51062744      0.01150
        2.42000000          68.63524120          49.26459239          18.58148591      0.01150
        2.43000000          68.63524120          49.19423274          18.65228254      0.01149
        2.44000000          68.63524120          49.12393449          18.72301736      0.01149
        2.45000000          68.63524120          49.05369764          18.79369039      0.01148
        2.46000000          68.63524120          48.98352216          18.86430162      0.01147
        2.47000000          68.63524120          48.91340805          18.93485109      0.01147
        2.48000000          68.63524120          48.84335529          19.00533880      0.01146
        2.49000000          68.63524120          48.77336386          19.07576476      0.01145
        2.50000000          68.63524120          48.70343375          19.14612900      0.01145
        2.51000000          68.63524120          48.63356495          19.21643152      0.01144
        2.52000000          68.63524120          48.56375744          19.28667234      0.01143
        2.53000000          68.63524120          48.49401121          19.35685148      0.01143
        2.54000000          68.63524120          48.42432624          19.42696895      0.01142
        2.55000000          68.63524120          48.35470252          19.49702476      0.01142
        2.56000000          68.63524120          48.28514003          19.56701893      0.01141
        2.57000000          68.63524120          48.21563877          19.63695147      0.01140
        2.58000000          68.63524120          48.14619871          19.70682239      0.01140
        2.59000000          68.63524120          48.07681985          19.77663172      0.01139
        2.60000000          68.63524120          48.00750216          19.84637946      0.01138
        2.61000000          68.63524120          47.93824564          19.91606563      0.01138
        2.62000000          68.63524120          47.86905026          19.98569025      0.01137
        2.63000000          68.63524120          47.79991602          20.05525333      0.01137
        2.64000000          68.63524120          47.73084290          20.12475487      0.01136
        2.65000000          68.63524120          47.66183089          20.19419491      0.01135
        2.66000000          68.63524120          47.59287997          20.26357345      0.01135
        2.67000000          68.63524120          47.52399012          20.33289050      0.01134
        2.68000000          68.63524120          47.45516134          20.40214608      0.01133
        2.69000000          68.63524120          47.38639361          20.47134021      0.01133
        2.70000000          68.63524120          47.31768691          20.54047290      0.01132
        2.71000000          68.63524120          47.24904123          20.60954417      0.01132
        2.72000000          68.63524120          47.18045656          20.67855402      0.01131
        2.73000000          68.63524120          47.11193288          20.74750248      0.01130
        2.74000000          68.63524120          47.04347017          20.81638955      0.01130
        2.75000000          68.63524120          46.97506843          20.88521525      0.01129
        2.76000000          68.63524120          46.90672764          20.95397961      0.01128
        2.77000000          68.63524120          46.83844778          21.02268262      0.01128
        2.78000000          68.63524120          46.77022883          21.09132431      0.01127
        2.79000000          68.63524120          46.70207080          21.15990469      0.01127
        2.80000000          68.63524120          46.63397365          21.22842378      0.01126
        2.81000000          68.63524120          46.56593738          21.29688158      0.01125
        2.82000000          68.63524120          46.49796197          21.36527812      0.01125
        2.83000000          68.63524120          46.43004741          21.43361341      0.01124
        2.84000000          68.63524120          46.36219368          21.50188746      0.01124
        2.85000000          68.63524120          46.29440076          21.57010028      0.01123
        2.86000000          68.63524120          46.22666865          21.63825191      0.01122
        2.87000000          68.63524120          46.15899733          21.70634233      0.01122
        2.88000000          68.63524120          46.09138679          21.77437158      0.01121
        2.89000000          68.63524120          46.02383700          21.84233967      0.01121
        2.90000000          68.63524120          45.95634796          21.91024660      0.01120
        2.91000000          68.63524120          45.88891965          21.97809241      0.01119
        2.92000000          68.63524120          45.82155205          22.04587709      0.01119
        2.93000000          68.63524120          45.75424516          22.11360066      0.01118
        2.94000000          68.63524120          45.68699896          22.18126315      0.01117
        2.95000000          68.63524120          45.61981342          22.24886456      0.01117
        2.96000000          68.63524120          45.55268855          22.31640491      0.01116
        2.97000000          68.63524120          45.48562432          22.38388421      0.01116
        2.98000000          68.63524120          45.41862072          22.45130248      0.01115
        2.99000000          68.63524120          45.35167773          22.51865974      0.01114
        3.00000000          68.63524120          45.28479534          22.58595599      0.01114
        3.01000000          68.63524120          45.21797354          22.65319125      0.01113
        3.02000000          68.63524120          45.15121230          22.72036554      0.01113
        3.03000000          68.63524120          45.08451163          22.78747887      0.01112
        3.04000000          68.63524120          45.01787149          22.85453126      0.01111
        3.05000000          68.63524120          44.95129188          22.92152272      0.01111
        3.06000000          68.63524120          44.88477278          22.98845327      0.01110
        3.07000000          68.63524120          44.81831418          23.05532291      0.01110
        3.08000000          68.63524120          44.75191607          23.12213168      0.01109
        3.09000000          68.63524120          44.68557842          23.18887957      0.01108
        3.10000000          68.63524120          44.61930122          23.25556661      0.01108
        3.11000000          68.63524120          44.55308446          23.32219280      0.01107
        3.12000000          68.63524120          44.48692813          23.38875817      0.01107
        3.13000000          68.63524120          44.42083220          23.45526273      0.01106
        3.14000000          68.63524120          44.35479667          23.52170650      0.01105
        3.15000000          68.63524120          44.28882152          23.58808948      0.01105
        3.16000000          68.63524120          44.22290674          23.65441170      0.01104
        3.17000000          68.63524120          44.15705230          23.72067317      0.01104
        3.18000000          68.63524120          44.09125820          23.78687390      0.01103
        3.19000000          68.63524120          44.02552443          23.85301391      0.01102
        3.20000000          68.63524120          43.95985095          23.91909321      0.01102
        3.21000000          68.63524120          43.89423777          23.98511182      0.01101
        3.22000000          68.63524120          43.82868487          24.05106975      0.01101
        3.23000000          68.63524120          43.76319222          24.11696702      0.01100
        3.24000000          68.63524120          43.69775983          24.18280365      0.01100
        3.25000000          68.63524120          43.63238766          24.24857964      0.01099
        3.26000000          68.63524120          43.56707572          24.31429501      0.01098
        3.27000000          68.63524120          43.50182397          24.37994978      0.01098
        3.28000000          68.63524120          43.43663242          24.44554397      0.01097
        3.29000000          68.63524120          43.37150104          24.51107758      0.01097
        3.30000000          68.63524120          43.30642981          24.57655063      0.01096
        3.31000000          68.63524120          43.24141873          24.64196314      0.01095
        3.32000000          68.63524120          43.17646778          24.70731512      0.01095
        3.33000000          68.63524120          43.11157694          24.77260659      0.01094
        3.34000000          68.63524120          43.04674619          24.83783757      0.01094
        3.35000000          68.63524120          42.98197554          24.90300806      0.01093
        3.36000000          68.63524120          42.91726495          24.96811808      0.01093
        3.37000000          68.63524120          42.85261441          25.03316765      0.01092
        3.38000000          68.63524120          42.78802392          25.09815678      0.01091
        3.39000000          68.63524120          42.72349345          25.16308548      0.01091
        3.40000000          68.63524120          42.65902299          25.22795378      0.01090
        3.41000000          68.63524120          42.59461252          25.29276169      0.01090
        3.42000000          68.63524120          42.53026203          25.35750922      0.01089
        3.43000000          68.63524120          42.46597151          25.42219639      0.01088
        3.44000000          68.63524120          42.40174093          25.48682321      0.01088
        3.45000000          68.63524120          42.33757029          25.55138969      0.01087
        3.46000000          68.63524120          42.27345957          25.61589586      0.01087
        3.47000000          68.63524120          42.20940876          25.68034173      0.01086
        3.48000000          68.63524120          42.14541783          25.74472731      0.01086
        3.49000000          68.63524120          42.08148678          25.80905262      0.01085
        3.50000000          68.63524120          42.01761559          25.87331767      0.01084
        3.51000000          68.63524120          41.95380424          25.93752248      0.01084
        3.52000000          68.63524120          41.89005273          26.00166706      0.01083
        3.53000000          68.63524120          41.82636102          26.06575143      0.01083
        3.54000000          68.63524120          41.76272912          26.12977560      0.01082
        3.55000000          68.63524120          41.69915700          26.19373959      0.01082
        3.56000000          68.63524120          41.63564465          26.25764342      0.01081
        3.57000000          68.63524120          41.57219206          26.32148709      0.01080
        3.58000000          68.63524120          41.50879920          26.38527063      0.01080
        3.59000000          68.63524120          41.44546607          26.44899405      0.01079
        3.60000000          68.63524120          41.38219265          26.51265736      0.01079
        3.61000000          68.63524120          41.31897892          26.57626058      0.01078
        3.62000000          68.63524120          41.25582487          26.63980373      0.01078
        3.63000000          68.63524120          41.19273049          26.70328682      0.01077
        3.64000000          68.63524120          41.12969575          26.76670986      0.01076
        3.65000000          68.63524120          41.06672065          26.83007287      0.01076
        3.66000000          68.63524120          41.00380516          26.89337587      0.01075
        3.67000000          68.63524120          40.94094928          26.95661887      0.01075
        3.68000000          68.63524120          40.87815299          27.01980189      0.01074
        3.69000000          68.63524120          40.81541627          27.08292494      0.01074
        3.70000000          68.63524120          40.75273911          27.14598803      0.01073
        3.71000000          68.63524120          40.69012149          27.20899119      0.01073
        3.72000000          68.63524120          40.62756340          27.27193442      0.01072
        3.73000000          68.63524120          40.56506482          27.33481775      0.01071
        3.74000000          68.63524120          40.50262573          27.39764118      0.01071
        3.75000000          68.63524120          40.44024613          27.46040474      0.01070
        3.76000000          68.63524120          40.37792600          27.52310844      0.01070
        3.77000000          68.63524120          40.31566531          27.58575229      0.01069
        3.78000000          68.63524120          40.25346407          27.64833632      0.01069
        3.79000000          68.63524120          40.19132224          27.71086052      0.01068
        3.80000000          68.63524120          40.12923982          27.77332493      0.01067
        3.81000000          68.63524120          40.06721679          27.83572955      0.01067
        3.82000000          68.63524120          40.00525313          27.89807440      0.01066
        3.83000000          68.63524120          39.94334884          27.96035950      0.01066
        3.84000000          68.63524120          39.88150389          28.02258487      0.01065
        3.85000000          68.63524120          39.81971826          28.08475051      0.01065
        3.86000000          68.63524120          39.75799195          28.14685644      0.01064
        3.87000000          68.63524120          39.69632494          28.20890268      0.01064
        3.88000000          68.63524120          39.63471722          28.27088924      0.01063
        3.89000000          68.63524120          39.57316876          28.33281614      0.01063
        3.90000000          68.63524120          39.51167955          28.39468340      0.01062
        3.91000000          68.63524120          39.45024958          28.45649103      0.01061
        3.92000000          68.63524120          39.38887883          28.51823904      0.01061
        3.93000000          68.63524120          39.32756729          28.57992745      0.01060
        3.94000000          68.63524120          39.26631494          28.64155628      0.01060
        3.95000000          68.63524120          39.20512176          28.70312555      0.01059
        3.96000000          68.63524120          39.14398775          28.76463526      0.01059
        3.97000000          68.63524120          39.08291288          28.82608543      0.01058
        3.98000000          68.63524120          39.02189714          28.88747608      0.01058
        3.99000000          68.63524120          38.96094051          28.94880722      0.01057
        4.00000000          68.63524120          38.90004298          29.01007888      0.01056
        4.01000000          68.63524120          38.83920453          29.07129106      0.01056
        4.02000000          68.63524120          38.77842515          29.13244378      0.01055
        4.03000000          68.63524120          38.71770482          29.19353706      0.01055
        4.04000000          68.63524120          38.65704353          29.25457091      0.01054
        4.05000000          68.63524120          38.59644126          29.31554535      0.01054
        4.06000000          68.63524120          38.53589800          29.37646039      0.01053
        4.07000000          68.63524120          38.47541372          29.43731605      0.01053
        4.08000000          68.63524120          38.41498842          29.49811234      0.01052
        4.09000000          68.63524120          38.35462208          29.55884929      0.01052
        4.10000000          68.63524120          38.29431468          29.61952690      0.01051
        4.11000000          68.63524120          38.23406621          29.68014519      0.01051
        4.12000000          68.63524120          38.17387666          29.74070418      0.01050
        4.13000000          68.63524120          38.11374599          29.80120388      0.01049
        4.14000000          68.63524120          38.05367421          29.86164431      0.01049
        4.15000000          68.63524120          37.99366130          29.92202548      0.01048
        4.16000000          68.63524120          37.93370723          29.98234742      0.01048
        4.17000000          68.63524120          37.87381200          30.04261013      0.01047
        4.18000000          68.63524120          37.81397559          30.10281363      0.01047
        4.19000000          68.63524120          37.75419798          30.16295794      0.01046
        4.20000000          68.63524120          37.69447916          30.22304307      0.01046
        4.21000000          68.63524120          37.63481911          30.28306904      0.01045
        4.22000000          68.63524120          37.57521781          30.34303587      0.01045
        4.23000000          68.63524120          37.51567526          30.40294356      0.01044
        4.24000000          68.63524120          37.45619143          30.46279214      0.01044
        4.25000000          68.63524120          37.39676631          30.52258163      0.01043
        4.26000000          68.63524120          37.33739988          30.58231203      0.01043
        4.27000000          68.63524120          37.27809213          30.64198336      0.01042
        4.28000000          68.63524120          37.21884305          30.70159565      0.01041
        4.29000000          68.63524120          37.15965260          30.76114890      0.01041
        4.30000000          68.63524120          37.10052079          30.82064313      0.01040
        4.31000000          68.63524120          37.04144760          30.88007835      0.01040
        4.32000000          68.63524120          36.98243300          30.93945459      0.01039
        4.33000000          68.63524120          36.92347699          30.99877186      0.01039
        4.34000000          68.63524120          36.86457954          31.05803017      0.01038
        4.35000000          68.63524120          36.80574064          31.11722955      0.01038
        4.36000000          68.63524120          36.74696028          31.17637000      0.01037
        4.37000000          68.63524120          36.68823844          31.23545154      0.01037
        4.38000000          68.63524120          36.62957511          31.29447419      0.01036
        4.39000000          68.63524120          36.57097026          31.35343796      0.01036
        4.40000000          68.63524120          36.51242388          31.41234288      0.01035
        4.41000000          68.63524120          36.45393597          31.47118895      0.01035
        4.42000000          68.63524120          36.39550649          31.52997619      0.01034
        4.43000000          68.63524120          36.33713543          31.58870462      0.01034
        4.44000000          68.63524120          36.27882279          31.64737426      0.01033
        4.45000000          68.63524120          36.22056854          31.70598511      0.01033
        4.46000000          68.63524120          36.16237267          31.76453721      0.01032
        4.47000000          68.63524120          36.10423515          31.82303055      0.01032
        4.48000000          68.63524120          36.04615599          31.88146516      0.01031
        4.49000000          68.63524120          35.98813515          31.93984106      0.01030
        4.50000000          68.63524120          35.93017262          31.99815825      0.01030
        4.51000000          68.63524120          35.87226840          32.05641677      0.01029
        4.52000000          68.63524120          35.81442245          32.11461661      0.01029
        4.53000000          68.63524120          35.75663477          32.17275780      0.01028
        4.54000000          68.63524120          35.69890534          32.23084036      0.01028
        4.55000000          68.63524120          35.64123415          32.28886430      0.01027
        4.56000000          68.63524120          35.58362117          32.34682964      0.01027
        4.57000000          68.63524120          35.52606639          32.40473639      0.01026
        4.58000000          68.63524120          35.46856980          32.46258456      0.01026
        4.59000000          68.63524120          35.41113137          32.52037419      0.01025
        4.60000000          68.63524120          35.35375110          32.57810527      0.01025
        4.61000000          68.63524120          35.29642897          32.63577783      0.01024
        4.62000000          68.63524120          35.23916496          32.69339189      0.01024
